ensgene_ID	AA9_1	AA9_2	AA9_3	DMSO_1	DMSO_2
"ENSG00000165699"	1985	2442	2298	2089	2672
"ENSG00000106799"	1885	2445	2688	1991	2538
"ENSG00000106771"	2954	3375	3837	3143	3861
"ENSG00000095203"	311	333	361	318	443
"ENSG00000237124"	12	12	6	12	22
"ENSG00000207329"	0	0	0	0	0
"ENSG00000180071"	1376	1503	1741	1620	2114
"ENSG00000290907"	307	376	314	342	417
"ENSG00000277027"	31817	37855	43074	34144	52562
"ENSG00000185920"	1187	1519	1502	1855	2351
"ENSG00000148120"	809	1058	1055	924	1298
"ENSG00000078902"	290	421	408	280	410
"ENSG00000255153"	9	14	8	21	64
"ENSG00000117983"	9	14	16	10	25
"ENSG00000174672"	617	824	855	825	1347
"ENSG00000255177"	0	0	0	0	0
"ENSG00000287935"	16	16	12	12	6
"ENSG00000285985"	0	0	0	0	0
"ENSG00000255492"	11	22	11	4	21
"ENSG00000149054"	631	844	860	883	981
"ENSG00000254946"	4	5	5	0	0
"ENSG00000256206"	0	0	0	0	0
"ENSG00000110328"	188	266	244	177	372
"ENSG00000254661"	0	0	0	0	0
"ENSG00000286959"	4	2	0	6	2
"ENSG00000175868"	359	347	476	254	315
"ENSG00000255323"	0	0	0	0	0
"ENSG00000177054"	597	798	736	674	845
"ENSG00000254542"	0	2	3	9	7
"ENSG00000149050"	249	390	383	377	393
"ENSG00000254456"	0	0	0	0	0
"ENSG00000255558"	0	6	6	0	0
"ENSG00000215182"	2	9	3	2	0
"ENSG00000255260"	0	1	6	0	0
"ENSG00000240298"	0	0	0	0	0
"ENSG00000170748"	17	18	10	20	28
"ENSG00000240036"	263	297	313	270	446
"ENSG00000225477"	0	2	4	0	0
"ENSG00000255291"	1	0	0	0	0
"ENSG00000286960"	0	0	0	0	0
"ENSG00000134343"	1	6	10	4	2
"ENSG00000255370"	1	2	12	0	8
"ENSG00000271491"	0	0	0	0	0
"ENSG00000255351"	5	2	6	16	9
"ENSG00000254878"	0	5	0	4	12
"ENSG00000129170"	9	13	6	5	5
"ENSG00000255496"	0	3	1	0	0
"ENSG00000170743"	14	32	17	33	50
"ENSG00000254622"	0	0	0	2	0
"ENSG00000255175"	0	0	0	0	0
"ENSG00000255300"	0	0	0	0	0
"ENSG00000255179"	0	0	0	0	0
"ENSG00000255018"	0	2	0	0	0
"ENSG00000238149"	15	13	22	9	8
"ENSG00000254598"	697	927	907	799	1107
"ENSG00000255388"	0	0	0	0	0
"ENSG00000255454"	0	0	0	0	0
"ENSG00000255029"	0	0	0	0	0
"ENSG00000254540"	0	0	0	0	0
"ENSG00000183161"	2	10	4	8	10
"ENSG00000286521"	0	0	2	0	0
"ENSG00000254418"	45	42	32	27	29
"ENSG00000254784"	0	0	0	6	0
"ENSG00000246225"	5	2	9	6	21
"ENSG00000286275"	0	0	0	0	0
"ENSG00000254516"	2	0	4	0	0
"ENSG00000254594"	0	0	0	0	0
"ENSG00000152219"	761	993	1160	932	1175
"ENSG00000254816"	0	1	0	0	0
"ENSG00000255281"	0	0	0	0	0
"ENSG00000255308"	5	8	12	7	18
"ENSG00000129158"	423	637	589	581	807
"ENSG00000121691"	370	407	410	491	549
"ENSG00000255293"	213	271	347	274	345
"ENSG00000255270"	0	0	0	0	0
"ENSG00000149100"	2072	2375	2645	2313	2963
"ENSG00000166478"	387	635	554	468	595
"ENSG00000255347"	0	0	0	0	0
"ENSG00000281880"	234	321	285	264	396
"ENSG00000255117"	0	0	0	0	0
"ENSG00000254564"	0	0	0	0	0
"ENSG00000254934"	0	6	14	1	2
"ENSG00000109851"	0	0	0	0	0
"ENSG00000255092"	0	3	1	0	2
"ENSG00000255525"	0	2	2	1	0
"ENSG00000129151"	141	175	158	107	160
"ENSG00000287227"	0	0	0	0	0
"ENSG00000187398"	1	0	0	0	0
"ENSG00000254819"	0	0	2	0	4
"ENSG00000270607"	2	0	3	6	6
"ENSG00000242729"	0	0	0	0	0
"ENSG00000228061"	261	318	333	328	453
"ENSG00000179431"	372	399	460	409	487
"ENSG00000254532"	1	2	2	1	4
"ENSG00000254606"	32	17	39	26	48
"ENSG00000177447"	25	30	20	41	43
"ENSG00000255462"	27	44	52	67	64
"ENSG00000255186"	6	1	8	2	6
"ENSG00000254627"	1	0	0	3	0
"ENSG00000254645"	1	1	0	0	0
"ENSG00000279004"	6	2	2	4	2
"ENSG00000254695"	0	1	0	0	1
"ENSG00000258817"	0	0	0	0	0
"ENSG00000265973"	0	0	0	0	0
"ENSG00000255199"	0	0	0	0	0
"ENSG00000254861"	0	0	0	0	0
"ENSG00000254754"	0	0	0	0	0
"ENSG00000254560"	54	107	77	82	82
"ENSG00000255167"	2	8	0	0	0
"ENSG00000254725"	0	0	0	0	0
"ENSG00000184937"	120	152	176	138	213
"ENSG00000249867"	0	0	0	0	0
"ENSG00000255111"	0	0	0	2	1
"ENSG00000233301"	0	0	1	0	0
"ENSG00000255043"	0	0	2	6	6
"ENSG00000255227"	0	4	0	0	0
"ENSG00000255563"	0	0	0	0	0
"ENSG00000133818"	644	757	915	693	935
"ENSG00000255268"	0	0	0	0	0
"ENSG00000255193"	0	0	0	0	0
"ENSG00000254547"	0	0	0	0	0
"ENSG00000254465"	0	2	0	0	0
"ENSG00000254472"	0	0	0	0	0
"ENSG00000272882"	0	0	0	0	0
"ENSG00000287538"	0	0	0	0	2
"ENSG00000244267"	0	0	0	0	0
"ENSG00000279675"	0	0	0	0	0
"ENSG00000262655"	446	526	599	555	765
"ENSG00000255110"	0	0	0	0	0
"ENSG00000255490"	0	14	11	3	1
"ENSG00000255477"	0	0	0	0	0
"ENSG00000255123"	0	0	0	0	0
"ENSG00000255271"	0	0	0	2	0
"ENSG00000254496"	0	0	0	0	0
"ENSG00000255190"	0	0	0	0	0
"ENSG00000270903"	288	356	350	322	502
"ENSG00000255019"	0	0	0	0	0
"ENSG00000255109"	0	0	0	0	0
"ENSG00000245573"	165	174	141	222	213
"ENSG00000285705"	8	2	4	9	10
"ENSG00000255550"	0	0	0	0	0
"ENSG00000255204"	0	0	0	0	0
"ENSG00000214883"	0	0	8	0	0
"ENSG00000254940"	0	0	0	0	0
"ENSG00000236919"	0	0	0	0	0
"ENSG00000255086"	0	0	2	0	0
"ENSG00000254668"	0	0	0	0	0
"ENSG00000254836"	0	0	1	0	0
"ENSG00000277803"	0	0	0	0	0
"ENSG00000254686"	0	0	0	0	0
"ENSG00000205030"	0	0	0	0	0
"ENSG00000086205"	0	0	0	2	0
"ENSG00000198168"	710	867	898	804	1019
"ENSG00000255442"	0	0	0	0	0
"ENSG00000170946"	1056	1221	1343	1086	1540
"ENSG00000255416"	0	0	0	0	0
"ENSG00000186113"	0	0	0	0	0
"ENSG00000181943"	0	0	0	0	0
"ENSG00000254487"	0	0	0	0	0
"ENSG00000219061"	0	0	0	0	0
"ENSG00000205213"	1141	1356	1254	1205	1550
"ENSG00000254408"	0	0	0	0	0
"ENSG00000255433"	0	0	0	0	0
"ENSG00000275725"	0	0	0	0	0
"ENSG00000227160"	0	0	0	0	0
"ENSG00000254828"	0	0	0	0	0
"ENSG00000240881"	0	0	0	0	0
"ENSG00000255349"	0	0	0	0	0
"ENSG00000255078"	0	0	0	0	0
"ENSG00000254637"	0	0	0	0	0
"ENSG00000255001"	0	1	0	0	0
"ENSG00000123447"	0	0	0	0	0
"ENSG00000254800"	0	0	0	0	0
"ENSG00000197254"	2	0	2	0	0
"ENSG00000226268"	249	303	319	246	343
"ENSG00000255427"	0	0	0	0	0
"ENSG00000279761"	0	0	0	0	0
"ENSG00000255543"	0	0	0	0	0
"ENSG00000186509"	0	0	0	0	0
"ENSG00000279514"	0	0	0	0	0
"ENSG00000288177"	0	0	0	0	0
"ENSG00000254526"	0	0	0	0	0
"ENSG00000255096"	0	0	0	0	0
"ENSG00000255499"	0	0	0	0	0
"ENSG00000254624"	0	0	0	0	0
"ENSG00000181837"	0	0	0	0	0
"ENSG00000255040"	134	168	171	141	206
"ENSG00000186082"	0	0	0	4	2
"ENSG00000255214"	0	0	0	0	0
"ENSG00000255283"	0	0	0	0	0
"ENSG00000166326"	2803	3518	3523	2640	3703
"ENSG00000255500"	836	1126	1184	997	1268
"ENSG00000110048"	1840	2136	2247	1981	2692
"ENSG00000172772"	0	0	0	0	0
"ENSG00000254807"	0	0	0	0	0
"ENSG00000197786"	0	0	4	0	0
"ENSG00000286983"	0	2	0	0	0
"ENSG00000286382"	0	0	2	0	0
"ENSG00000280288"	0	0	0	6	0
"ENSG00000274150"	0	0	0	0	0
"ENSG00000255489"	0	0	0	0	0
"ENSG00000255357"	0	0	0	0	0
"ENSG00000221840"	0	0	0	0	0
"ENSG00000255375"	3	6	0	0	0
"ENSG00000254926"	0	0	0	1	0
"ENSG00000254919"	0	0	2	0	0
"ENSG00000255279"	0	0	0	0	0
"ENSG00000254894"	0	0	0	0	0
"ENSG00000241228"	10	14	5	14	23
"ENSG00000135362"	109	114	105	144	158
"ENSG00000110442"	436	476	513	429	652
"ENSG00000254518"	0	0	0	0	0
"ENSG00000285283"	0	0	0	0	0
"ENSG00000285895"	0	0	0	0	0
"ENSG00000186660"	3678	4286	4788	3666	4996
"ENSG00000225997"	0	0	0	0	0
"ENSG00000255333"	0	0	0	0	0
"ENSG00000216708"	0	0	1	0	4
"ENSG00000240975"	1	0	0	0	2
"ENSG00000271369"	2	0	0	0	0
"ENSG00000149124"	9	3	3	10	0
"ENSG00000255309"	0	0	0	0	0
"ENSG00000255368"	0	0	0	2	0
"ENSG00000254708"	899	1031	1174	895	1242
"ENSG00000255450"	0	0	0	0	0
"ENSG00000254544"	53	92	83	108	153
"ENSG00000150244"	0	0	0	0	0
"ENSG00000255359"	0	4	2	2	0
"ENSG00000254743"	2	0	0	0	0
"ENSG00000254669"	0	0	3	0	3
"ENSG00000185238"	1025	1188	1373	1335	1703
"ENSG00000254768"	7	3	7	4	7
"ENSG00000271350"	30	33	23	22	24
"ENSG00000227806"	0	0	0	0	0
"ENSG00000272900"	0	0	0	0	0
"ENSG00000167825"	0	0	0	0	0
"ENSG00000187612"	0	0	0	0	0
"ENSG00000162174"	269	354	373	172	254
"ENSG00000224411"	14821	19317	20783	13999	20201
"ENSG00000254589"	7	16	10	19	13
"ENSG00000279266"	0	0	0	0	0
"ENSG00000109911"	1554	2110	2001	2011	2649
"ENSG00000166016"	254	303	286	240	373
"ENSG00000255451"	0	4	0	2	0
"ENSG00000255171"	0	0	0	0	0
"ENSG00000255139"	31	41	34	30	34
"ENSG00000172289"	0	0	0	2	0
"ENSG00000254562"	0	0	0	0	0
"ENSG00000220204"	6	5	1	1	10
"ENSG00000166889"	2311	2620	2747	2434	3284
"ENSG00000255160"	7	14	5	18	11
"ENSG00000254822"	0	0	0	0	0
"ENSG00000254566"	5	2	9	9	9
"ENSG00000152270"	1337	1668	1766	1408	1719
"ENSG00000257058"	0	2	2	4	3
"ENSG00000255418"	0	6	0	2	2
"ENSG00000254734"	0	0	0	2	0
"ENSG00000254403"	0	0	0	0	0
"ENSG00000254584"	4	10	0	2	9
"ENSG00000254530"	0	2	0	0	0
"ENSG00000255252"	0	0	0	0	0
"ENSG00000255073"	0	0	0	0	0
"ENSG00000242834"	0	0	0	0	0
"ENSG00000270588"	0	0	0	0	0
"ENSG00000255106"	0	0	0	0	0
"ENSG00000124942"	4500	5286	5179	5315	6682
"ENSG00000148948"	0	0	4	0	0
"ENSG00000254454"	1348	1379	1562	1516	1962
"ENSG00000234964"	195	223	266	213	272
"ENSG00000269570"	93	122	117	98	151
"ENSG00000011347"	135	169	167	157	215
"ENSG00000124900"	0	0	0	0	0
"ENSG00000148942"	78	45	70	54	52
"ENSG00000255218"	0	0	6	0	0
"ENSG00000149021"	1	0	0	0	0
"ENSG00000255538"	0	0	2	2	8
"ENSG00000254477"	24	19	4	41	68
"ENSG00000255047"	0	0	0	0	0
"ENSG00000240554"	0	0	0	0	1
"ENSG00000129173"	660	1013	978	865	1069
"ENSG00000280321"	55	118	68	89	122
"ENSG00000157570"	453	657	549	590	705
"ENSG00000242527"	6	23	20	31	23
"ENSG00000254772"	0	0	0	0	0
"ENSG00000165973"	9	10	4	7	12
"ENSG00000255508"	4	0	0	0	1
"ENSG00000287373"	3	0	0	0	0
"ENSG00000250659"	11	0	1	3	3
"ENSG00000148950"	558	828	912	797	1152
"ENSG00000205029"	0	0	0	0	0
"ENSG00000254914"	0	0	0	0	0
"ENSG00000176971"	84	103	108	72	100
"ENSG00000255431"	0	0	0	0	0
"ENSG00000255267"	0	2	4	0	0
"ENSG00000110107"	895	1208	1326	1083	1471
"ENSG00000255446"	0	0	0	0	0
"ENSG00000254906"	2	0	0	0	0
"ENSG00000261340"	0	0	0	0	0
"ENSG00000287264"	21	9	13	27	14
"ENSG00000242689"	66	69	80	60	98
"ENSG00000255126"	0	0	0	0	0
"ENSG00000169519"	892	1230	1089	1072	1541
"ENSG00000285740"	6	0	0	0	0
"ENSG00000176697"	11	24	20	36	36
"ENSG00000179241"	887	1001	1093	968	1299
"ENSG00000255355"	11	10	7	6	6
"ENSG00000166902"	862	993	1100	977	1283
"ENSG00000286418"	0	0	0	0	0
"ENSG00000285751"	0	0	0	0	0
"ENSG00000271028"	0	0	0	0	0
"ENSG00000254651"	0	0	0	0	0
"ENSG00000279395"	0	0	0	0	0
"ENSG00000254862"	30	22	14	15	18
"ENSG00000255041"	0	0	0	0	0
"ENSG00000255505"	0	0	0	0	0
"ENSG00000271332"	53	49	53	51	80
"ENSG00000148943"	4360	5287	5819	4706	6391
"ENSG00000255421"	5	22	8	16	24
"ENSG00000132749"	129	122	170	159	207
"ENSG00000255081"	33	48	49	30	52
"ENSG00000173227"	26	22	33	39	24
"ENSG00000254672"	71	67	77	86	112
"ENSG00000254447"	0	0	0	6	1
"ENSG00000255519"	0	0	0	0	0
"ENSG00000254582"	53	67	49	62	77
"ENSG00000169550"	0	0	0	0	0
"ENSG00000254514"	0	0	0	0	0
"ENSG00000021300"	174	224	212	104	220
"ENSG00000279297"	0	0	0	0	0
"ENSG00000255178"	0	0	0	0	0
"ENSG00000254746"	0	0	0	0	0
"ENSG00000255385"	0	0	0	0	0
"ENSG00000186895"	0	0	0	0	0
"ENSG00000256568"	0	0	2	0	1
"ENSG00000255162"	0	0	0	0	0
"ENSG00000166013"	0	0	0	0	0
"ENSG00000255132"	0	0	0	0	0
"ENSG00000254885"	0	2	0	0	0
"ENSG00000255187"	0	0	0	0	0
"ENSG00000280430"	0	0	0	0	0
"ENSG00000286665"	0	2	3	0	0
"ENSG00000254579"	0	0	0	0	0
"ENSG00000254915"	17	9	11	16	13
"ENSG00000280367"	62	56	74	98	106
"ENSG00000077514"	1245	1207	1444	1377	1780
"ENSG00000284722"	10	15	10	14	20
"ENSG00000280307"	0	2	2	0	0
"ENSG00000270323"	6	10	0	0	0
"ENSG00000166012"	3287	4246	4551	4704	5753
"ENSG00000248990"	0	2	0	0	0
"ENSG00000137478"	855	982	1017	983	1352
"ENSG00000255995"	6	0	0	0	0
"ENSG00000280010"	33	64	30	42	58
"ENSG00000279438"	0	0	0	0	0
"ENSG00000166025"	2736	3506	3531	2992	4065
"ENSG00000254747"	0	0	0	0	0
"ENSG00000255391"	0	0	4	0	0
"ENSG00000278980"	0	0	0	0	0
"ENSG00000255928"	8	23	37	13	27
"ENSG00000256148"	30	36	38	35	37
"ENSG00000278929"	0	0	0	0	0
"ENSG00000260808"	51	73	56	51	68
"ENSG00000255540"	15	21	15	25	21
"ENSG00000255295"	0	0	0	0	0
"ENSG00000214414"	0	0	0	0	0
"ENSG00000279603"	0	0	0	0	0
"ENSG00000268635"	18	7	18	3	11
"ENSG00000166004"	3104	3944	4228	3591	4827
"ENSG00000214391"	5872	7490	7739	5877	8551
"ENSG00000280201"	0	0	2	0	0
"ENSG00000261645"	6	21	17	18	20
"ENSG00000254971"	2	0	0	0	0
"ENSG00000254437"	0	0	0	0	0
"ENSG00000279299"	0	4	2	0	2
"ENSG00000197692"	0	0	0	0	0
"ENSG00000255504"	0	0	0	0	0
"ENSG00000245832"	0	0	0	0	0
"ENSG00000279045"	0	0	0	0	0
"ENSG00000255209"	0	0	0	0	0
"ENSG00000279696"	163	210	210	126	234
"ENSG00000254985"	65	47	54	36	52
"ENSG00000279341"	0	2	0	0	0
"ENSG00000178301"	311	352	313	289	447
"ENSG00000279163"	0	0	0	0	0
"ENSG00000256752"	0	1	5	4	2
"ENSG00000280085"	0	1	0	0	0
"ENSG00000170967"	0	0	2	0	0
"ENSG00000255515"	112	163	182	104	158
"ENSG00000255039"	0	0	0	0	0
"ENSG00000256469"	0	0	2	1	0
"ENSG00000077498"	4	0	0	0	0
"ENSG00000254677"	488	569	594	540	734
"ENSG00000287802"	0	0	0	0	0
"ENSG00000279454"	0	0	0	0	0
"ENSG00000254599"	0	0	0	0	0
"ENSG00000254758"	15	8	20	4	23
"ENSG00000118113"	2	0	1	0	0
"ENSG00000254794"	0	0	0	0	0
"ENSG00000279697"	0	0	0	0	0
"ENSG00000285835"	2	0	0	6	4
"ENSG00000077616"	365	412	415	379	543
"ENSG00000250946"	0	0	0	0	0
"ENSG00000255102"	0	0	0	0	0
"ENSG00000280093"	0	0	0	0	0
"ENSG00000137675"	0	0	0	2	0
"ENSG00000255256"	13	13	20	22	37
"ENSG00000255353"	54	64	109	68	84
"ENSG00000165895"	339	328	415	313	436
"ENSG00000204455"	2	0	0	0	0
"ENSG00000224829"	0	6	15	13	7
"ENSG00000255059"	0	0	2	4	4
"ENSG00000231726"	13	33	40	30	40
"ENSG00000270449"	0	0	0	0	0
"ENSG00000270753"	0	0	0	0	0
"ENSG00000149289"	995	1194	1165	970	1291
"ENSG00000086991"	0	0	0	0	0
"ENSG00000173156"	0	0	0	2	0
"ENSG00000255345"	5	4	17	1	15
"ENSG00000274584"	5	12	17	16	15
"ENSG00000255183"	0	1	0	0	0
"ENSG00000279701"	0	0	0	0	0
"ENSG00000254911"	21	26	16	28	36
"ENSG00000255376"	0	0	0	0	0
"ENSG00000255285"	0	0	0	0	0
"ENSG00000280124"	0	0	0	0	0
"ENSG00000254587"	0	1	0	0	0
"ENSG00000279209"	0	0	0	0	0
"ENSG00000179331"	524	557	671	547	754
"ENSG00000255380"	0	0	0	0	0
"ENSG00000284057"	0	0	0	0	0
"ENSG00000042429"	691	898	981	965	1028
"ENSG00000255028"	0	0	4	2	0
"ENSG00000181333"	5	23	12	6	4
"ENSG00000255548"	0	4	0	0	0
"ENSG00000261098"	691	775	900	697	992
"ENSG00000255170"	0	1	0	1	0
"ENSG00000214376"	34	60	45	30	45
"ENSG00000255210"	211	289	252	214	300
"ENSG00000168930"	0	1	0	0	0
"ENSG00000278953"	0	0	0	0	0
"ENSG00000123892"	31	33	26	43	39
"ENSG00000069482"	25	56	75	34	85
"ENSG00000279248"	0	0	0	0	0
"ENSG00000254987"	0	0	0	0	0
"ENSG00000255282"	24	13	17	23	27
"ENSG00000110660"	1232	1371	1527	1390	1647
"ENSG00000255332"	0	2	0	0	0
"ENSG00000279056"	0	0	0	0	0
"ENSG00000054967"	282	348	402	233	395
"ENSG00000255501"	0	0	1	0	4
"ENSG00000254650"	2	2	4	4	0
"ENSG00000166575"	1006	1346	1233	1179	1390
"ENSG00000255547"	162	178	208	168	215
"ENSG00000137672"	0	1	0	0	1
"ENSG00000254830"	0	0	0	0	0
"ENSG00000234376"	0	2	2	0	0
"ENSG00000173120"	2542	2801	2920	2197	2911
"ENSG00000255316"	0	0	0	0	0
"ENSG00000255516"	3	5	1	4	1
"ENSG00000255486"	0	0	0	0	0
"ENSG00000254434"	0	0	0	0	0
"ENSG00000254939"	50	69	104	48	80
"ENSG00000170290"	0	2	0	0	0
"ENSG00000254436"	2	0	0	0	0
"ENSG00000248027"	9	2	6	13	15
"ENSG00000170962"	4	2	4	3	2
"ENSG00000254659"	0	2	0	0	0
"ENSG00000255205"	0	0	0	0	0
"ENSG00000255070"	247	359	326	245	345
"ENSG00000166266"	2120	2622	3024	2450	3317
"ENSG00000240652"	294	320	375	249	364
"ENSG00000286345"	0	0	0	0	2
"ENSG00000213252"	101	102	122	112	131
"ENSG00000137713"	1674	2054	2150	1870	2366
"ENSG00000254798"	0	0	0	0	0
"ENSG00000255065"	110	104	102	101	125
"ENSG00000166682"	42	41	36	47	39
"ENSG00000110675"	224	272	254	305	294
"ENSG00000255022"	1	4	0	4	0
"ENSG00000255528"	0	1	0	0	2
"ENSG00000254555"	0	0	0	0	0
"ENSG00000256928"	0	0	0	0	0
"ENSG00000177103"	0	6	0	4	0
"ENSG00000110237"	364	491	423	471	619
"ENSG00000254416"	2	0	0	0	0
"ENSG00000254511"	0	1	0	0	0
"ENSG00000225215"	122	146	100	121	126
"ENSG00000255149"	0	0	0	0	0
"ENSG00000255429"	0	0	0	0	0
"ENSG00000255241"	9	3	4	0	1
"ENSG00000198382"	698	786	797	802	1180
"ENSG00000227376"	32	35	63	60	22
"ENSG00000254702"	168	214	240	181	251
"ENSG00000233497"	0	0	0	0	0
"ENSG00000250390"	0	0	0	0	0
"ENSG00000287245"	0	2	0	0	0
"ENSG00000255014"	165	169	167	95	157
"ENSG00000224776"	0	0	0	0	0
"ENSG00000166002"	86	182	162	111	169
"ENSG00000255239"	0	0	0	4	0
"ENSG00000149380"	53	56	61	53	56
"ENSG00000254506"	344	369	461	500	513
"ENSG00000255483"	6	9	2	18	17
"ENSG00000285568"	0	0	0	0	0
"ENSG00000254944"	0	0	0	0	0
"ENSG00000074201"	1962	2665	2537	2569	3245
"ENSG00000255502"	0	0	0	0	0
"ENSG00000286731"	0	0	0	0	0
"ENSG00000271022"	0	0	0	0	0
"ENSG00000243669"	0	2	2	0	4
"ENSG00000279793"	0	0	0	1	1
"ENSG00000270423"	0	0	0	0	0
"ENSG00000256448"	20	14	11	20	20
"ENSG00000255246"	0	0	0	0	2
"ENSG00000166900"	833	888	946	700	1011
"ENSG00000109944"	262	240	334	246	338
"ENSG00000272575"	0	0	0	0	0
"ENSG00000137714"	288	365	301	279	413
"ENSG00000255299"	0	0	4	6	0
"ENSG00000137699"	0	0	4	0	1
"ENSG00000244400"	6	0	0	0	0
"ENSG00000270510"	0	0	0	0	0
"ENSG00000254880"	2	0	4	4	0
"ENSG00000196914"	5920	7212	7732	6573	8708
"ENSG00000227125"	0	0	0	0	0
"ENSG00000246790"	0	2	5	12	2
"ENSG00000254863"	0	0	0	0	0
"ENSG00000255094"	17	10	16	17	18
"ENSG00000244641"	1	14	4	2	14
"ENSG00000254823"	0	0	0	0	0
"ENSG00000154144"	573	862	834	732	923
"ENSG00000255327"	0	0	4	0	3
"ENSG00000255074"	4	9	12	11	4
"ENSG00000282728"	0	0	0	0	0
"ENSG00000137642"	671	796	740	697	1024
"ENSG00000187686"	22	26	18	17	18
"ENSG00000255455"	0	0	0	0	0
"ENSG00000240121"	0	0	2	2	0
"ENSG00000110013"	240	303	281	288	351
"ENSG00000254534"	29	36	31	23	55
"ENSG00000255255"	0	2	6	2	6
"ENSG00000227593"	0	0	0	0	0
"ENSG00000237612"	0	0	0	0	0
"ENSG00000255786"	8	8	31	6	9
"ENSG00000109943"	0	0	3	0	0
"ENSG00000109971"	12783	15384	17324	9890	14654
"ENSG00000043039"	33	21	27	17	23
"ENSG00000287238"	2	0	15	0	4
"ENSG00000255216"	0	0	0	0	0
"ENSG00000166250"	191	214	231	171	190
"ENSG00000279046"	0	0	0	0	0
"ENSG00000233541"	0	10	5	0	3
"ENSG00000213233"	0	0	0	0	2
"ENSG00000149557"	152	139	135	194	236
"ENSG00000255155"	0	0	0	0	0
"ENSG00000091664"	0	0	0	0	0
"ENSG00000204456"	0	0	0	4	0
"ENSG00000121621"	1015	1401	1395	1156	1555
"ENSG00000149256"	225	259	294	292	394
"ENSG00000285909"	17	7	21	22	20
"ENSG00000254515"	8	6	14	9	4
"ENSG00000255475"	0	2	1	0	2
"ENSG00000281097"	0	0	0	0	0
"ENSG00000278945"	0	0	0	0	0
"ENSG00000154127"	203	241	238	310	419
"ENSG00000255342"	89	151	139	129	139
"ENSG00000236616"	0	0	2	0	0
"ENSG00000281386"	0	0	0	0	0
"ENSG00000254407"	0	0	0	2	0
"ENSG00000236129"	0	0	0	0	0
"ENSG00000204300"	0	0	0	0	0
"ENSG00000255344"	0	0	0	0	0
"ENSG00000286374"	0	0	0	0	0
"ENSG00000134910"	3312	4021	4267	3265	4408
"ENSG00000109929"	5022	5906	7013	7610	9816
"ENSG00000166118"	0	0	0	0	0
"ENSG00000254989"	0	0	0	0	0
"ENSG00000175728"	0	0	0	0	0
"ENSG00000286341"	24	42	22	47	45
"ENSG00000213153"	31	26	10	15	38
"ENSG00000254573"	0	0	0	0	0
"ENSG00000272642"	0	0	0	0	0
"ENSG00000149571"	35	29	50	15	23
"ENSG00000232460"	225	329	244	234	314
"ENSG00000149547"	1244	1557	1634	1293	1863
"ENSG00000254612"	817	973	871	807	1083
"ENSG00000285735"	0	0	0	0	0
"ENSG00000254591"	0	0	0	0	0
"ENSG00000287251"	0	0	0	0	0
"ENSG00000255352"	0	2	2	0	0
"ENSG00000273415"	0	0	0	0	1
"ENSG00000285640"	0	0	0	0	0
"ENSG00000255537"	5	4	6	0	4
"ENSG00000197798"	497	613	600	422	565
"ENSG00000188909"	0	0	0	0	0
"ENSG00000255258"	0	2	0	2	0
"ENSG00000254842"	0	0	1	0	0
"ENSG00000255512"	0	0	0	0	0
"ENSG00000280385"	1259	1645	1664	1379	1823
"ENSG00000273409"	0	0	0	0	0
"ENSG00000213184"	1194	1485	1548	1286	1858
"ENSG00000154143"	0	0	2	0	0
"ENSG00000255006"	15	22	24	20	34
"ENSG00000171561"	8	18	17	14	18
"ENSG00000110172"	3225	4097	4286	3742	4963
"ENSG00000254710"	4	6	8	2	4
"ENSG00000255484"	2	0	4	0	2
"ENSG00000165495"	457	493	565	380	578
"ENSG00000255234"	25	39	40	21	26
"ENSG00000255079"	0	4	2	0	2
"ENSG00000270701"	0	0	0	0	0
"ENSG00000255032"	14	2	4	0	0
"ENSG00000259290"	55	31	20	38	53
"ENSG00000237937"	2	2	2	0	2
"ENSG00000254932"	41	22	43	43	34
"ENSG00000085117"	7	11	17	9	28
"ENSG00000254693"	0	0	0	2	0
"ENSG00000118094"	10	10	31	4	18
"ENSG00000109881"	335	486	506	430	514
"ENSG00000187151"	5	10	16	6	22
"ENSG00000279295"	0	0	0	0	0
"ENSG00000254890"	0	0	0	0	0
"ENSG00000270403"	0	0	0	0	0
"ENSG00000110318"	495	519	519	517	701
"ENSG00000185742"	4	0	0	0	2
"ENSG00000254482"	0	0	0	0	0
"ENSG00000254471"	1203	1288	1562	1326	1720
"ENSG00000275669"	0	0	0	0	0
"ENSG00000266645"	0	0	0	0	0
"ENSG00000278529"	0	0	0	0	0
"ENSG00000212365"	0	0	0	0	0
"ENSG00000253072"	0	0	0	0	0
"ENSG00000221703"	0	2	0	0	0
"ENSG00000251991"	16	19	23	22	30
"ENSG00000284094"	0	0	0	0	0
"ENSG00000201059"	0	0	0	0	0
"ENSG00000252816"	1	5	0	0	0
"ENSG00000200687"	0	0	0	0	0
"ENSG00000265210"	0	0	0	0	0
"ENSG00000207407"	0	0	0	0	0
"ENSG00000264309"	0	0	0	0	0
"ENSG00000252519"	0	0	0	0	0
"ENSG00000207252"	0	0	0	0	0
"ENSG00000278483"	0	0	0	0	0
"ENSG00000212289"	2	9	14	15	14
"ENSG00000207874"	0	6	3	9	2
"ENSG00000222427"	0	0	0	0	0
"ENSG00000273677"	0	0	0	0	0
"ENSG00000243505"	0	0	0	0	0
"ENSG00000278822"	0	0	0	0	0
"ENSG00000278045"	0	0	0	0	0
"ENSG00000276530"	0	0	0	0	0
"ENSG00000273908"	0	0	0	0	0
