"AA9_1"	"AA9_2"	"AA9_3"	"DMSO_1"	"DMSO_2"	"DMSO_3"
"ENSG00000243312"	0	0	0	2	0	0
"ENSG00000163633"	284	150	249	216	232	203
"ENSG00000250202"	522	317	514	399	357	393
"ENSG00000251411"	2027	1360	1999	1998	1994	1935
"ENSG00000172493"	5052	3370	5426	4457	4191	4465
"ENSG00000235043"	1862	1439	2226	2541	2371	2354
"ENSG00000145332"	2073	1411	2228	1624	1516	1620
"ENSG00000248196"	161	118	163	131	129	114
"ENSG00000248180"	10113	7668	11388	12857	14558	13609
"ENSG00000250572"	0	0	0	0	0	0
"ENSG00000263981"	0	0	0	0	0	0
"ENSG00000170509"	7	20	9	25	37	41
"ENSG00000255723"	4	0	2	2	2	2
"ENSG00000198189"	2824	1738	2888	2638	2489	2537
"ENSG00000240966"	2	0	0	0	0	0
"ENSG00000249262"	408	204	440	263	276	284
"ENSG00000170502"	1069	704	1124	825	779	806
"ENSG00000272856"	0	0	0	0	0	0
"ENSG00000152583"	21	16	10	20	20	26
"ENSG00000249001"	11	11	14	17	6	9
"ENSG00000152591"	0	6	8	6	2	2
"ENSG00000152592"	4	0	2	0	2	0
"ENSG00000200024"	0	2	0	0	0	0
"ENSG00000249973"	0	0	0	0	0	0
"ENSG00000029559"	14	2	6	5	2	4
"ENSG00000152595"	1	0	4	4	0	0
"ENSG00000183199"	62248	41308	67663	49745	45600	48510
"ENSG00000118785"	47	31	41	36	35	38
"ENSG00000202000"	3	6	6	13	9	3
"ENSG00000118762"	2818	1773	2931	2564	2175	2280
"ENSG00000118777"	205	121	220	143	139	169
"ENSG00000241853"	0	0	0	0	0	0
"ENSG00000201707"	0	0	0	0	0	0
"ENSG00000221440"	0	0	0	0	0	0
"ENSG00000251285"	0	0	0	0	0	0
"ENSG00000199326"	0	0	0	0	0	0
"ENSG00000163644"	1239	871	1263	1315	1281	1342
"ENSG00000200469"	0	0	0	0	0	0
"ENSG00000246375"	0	1	9	0	2	0
"ENSG00000207480"	0	0	0	0	0	0
"ENSG00000138642"	447	345	496	445	430	441
"ENSG00000138646"	515	323	509	385	354	365
"ENSG00000221079"	0	0	0	0	0	0
"ENSG00000249934"	18	11	24	13	9	21
"ENSG00000145337"	0	0	0	0	0	3
"ENSG00000138641"	641	446	701	730	724	673
"ENSG00000255072"	0	0	0	0	0	0
"ENSG00000249755"	2	6	4	10	14	7
"ENSG00000252322"	0	0	0	0	2	0
"ENSG00000207524"	12	4	4	0	6	8
"ENSG00000177432"	1694	1196	1782	1457	1221	1323
"ENSG00000248019"	98	78	88	82	117	76
"ENSG00000278151"	0	0	0	0	0	0
"ENSG00000276003"	0	0	0	0	0	0
"ENSG00000138640"	1025	703	1101	964	751	892
"ENSG00000271359"	107	86	116	128	107	108
"ENSG00000180346"	578	333	692	440	347	385
"ENSG00000270720"	3	2	4	6	8	6
"ENSG00000212226"	0	0	1	0	0	0
"ENSG00000185477"	92	113	84	127	133	148
"ENSG00000251095"	0	0	2	4	0	0
"ENSG00000145335"	0	0	0	0	0	0
"ENSG00000274238"	0	0	0	0	0	0
"ENSG00000277695"	0	2	0	0	0	0
"ENSG00000276542"	0	0	0	0	0	0
"ENSG00000247775"	0	0	0	0	0	0
"ENSG00000138722"	0	0	0	0	0	0
"ENSG00000184305"	52	21	39	43	49	20
"ENSG00000252087"	0	0	0	0	0	0
"ENSG00000251401"	0	0	0	0	0	0
"ENSG00000187653"	2826	1740	2774	3010	2699	2703
"ENSG00000248984"	0	0	0	0	0	0
"ENSG00000249049"	0	0	0	0	0	0
"ENSG00000279013"	0	0	2	0	0	0
"ENSG00000249891"	0	0	0	0	0	0
"ENSG00000249052"	0	0	0	0	0	0
"ENSG00000248817"	1635	1246	1867	1508	1373	1513
"ENSG00000280056"	0	0	0	0	0	0
"ENSG00000249152"	0	0	0	0	0	0
"ENSG00000248511"	0	0	0	0	0	0
"ENSG00000152208"	5	0	12	0	9	3
"ENSG00000251449"	0	0	0	0	0	0
"ENSG00000249239"	68	58	92	66	58	69
"ENSG00000248627"	0	0	0	0	0	0
"ENSG00000248750"	0	0	0	0	0	0
"ENSG00000250908"	0	0	0	0	0	0
"ENSG00000252342"	0	0	0	0	0	0
"ENSG00000172238"	6	13	12	18	25	18
"ENSG00000246541"	0	0	2	0	0	0
"ENSG00000250897"	0	0	0	0	0	0
"ENSG00000163104"	3673	2056	3715	2974	2591	2796
"ENSG00000163106"	2	0	0	4	0	0
"ENSG00000241103"	98	80	130	110	69	107
"ENSG00000279272"	0	0	0	0	0	0
"ENSG00000163110"	3223	2146	3482	2907	2653	2728
"ENSG00000249951"	0	0	0	0	0	0
"ENSG00000249599"	0	0	4	0	2	0
"ENSG00000138696"	606	369	609	464	382	380
"ENSG00000182168"	178	90	156	100	94	118
"ENSG00000271474"	6	6	6	24	2	12
"ENSG00000242936"	0	0	0	0	0	0
"ENSG00000163114"	208	133	244	192	181	164
"ENSG00000200622"	0	0	0	0	0	0
"ENSG00000201744"	0	0	0	0	0	0
"ENSG00000250655"	0	0	0	0	0	0
"ENSG00000248510"	0	0	0	0	0	0
"ENSG00000201640"	0	0	0	0	0	0
"ENSG00000236764"	2662	1980	2600	2742	2971	3024
"ENSG00000253170"	0	0	0	0	0	0
"ENSG00000163116"	2	0	0	0	0	0
"ENSG00000254044"	0	0	0	0	2	0
"ENSG00000251620"	0	0	0	0	0	0
"ENSG00000271995"	0	0	0	0	0	0
"ENSG00000250293"	19	12	12	27	13	12
"ENSG00000242697"	53	27	57	24	30	24
"ENSG00000214904"	0	2	0	0	0	0
"ENSG00000214559"	0	1	8	0	0	2
"ENSG00000138698"	2316	1485	2426	2036	1858	1902
"ENSG00000242318"	0	0	2	0	0	2
"ENSG00000168785"	3033	1885	3224	2742	2675	2523
"ENSG00000251523"	7	8	5	3	4	9
"ENSG00000260641"	123	105	108	139	145	103
"ENSG00000249764"	0	0	0	0	0	0
"ENSG00000227118"	141	65	165	106	113	133
"ENSG00000151247"	1865	1195	1904	1710	1595	1670
"ENSG00000249055"	0	0	2	0	0	3
"ENSG00000263923"	0	0	0	0	0	0
"ENSG00000238449"	0	0	0	0	0	0
"ENSG00000214886"	0	0	0	2	0	0
"ENSG00000252548"	0	0	0	0	0	0
"ENSG00000251437"	0	0	0	0	0	0
"ENSG00000164024"	4697	3052	4897	3952	3796	3942
"ENSG00000265213"	0	0	0	0	0	0
"ENSG00000250496"	4	3	4	4	2	7
"ENSG00000272777"	13	6	23	24	14	15
"ENSG00000197894"	4476	3158	4862	3986	4114	4242
"ENSG00000246090"	378	199	326	223	193	148
"ENSG00000198099"	4	0	5	3	4	4
"ENSG00000249065"	0	0	0	0	0	0
"ENSG00000172955"	67	24	41	47	29	44
"ENSG00000187758"	16	6	13	0	2	3
"ENSG00000196616"	0	0	0	4	2	2
"ENSG00000248144"	0	0	4	0	0	0
"ENSG00000196344"	0	0	0	0	0	0
"ENSG00000250300"	0	0	0	0	0	0
"ENSG00000138813"	0	2	0	0	0	0
"ENSG00000145331"	821	515	784	666	640	647
"ENSG00000138823"	46	28	32	49	19	17
"ENSG00000248676"	0	0	0	0	1	0
"ENSG00000248713"	2	1	10	0	0	0
"ENSG00000070190"	0	2	0	3	0	6
"ENSG00000279913"	0	0	0	0	0	0
"ENSG00000109270"	1268	814	1403	1060	972	1103
"ENSG00000164031"	4414	2489	4042	3971	3517	3628
"ENSG00000279098"	12	6	8	5	4	6
"ENSG00000164032"	8261	5929	9487	7941	8360	8567
"ENSG00000245322"	17	9	12	17	6	9
"ENSG00000250403"	215	115	167	169	160	160
"ENSG00000248820"	0	0	0	0	0	0
"ENSG00000222196"	0	0	0	0	0	0
"ENSG00000145358"	0	0	0	2	0	0
"ENSG00000249710"	0	0	0	0	0	0
"ENSG00000164035"	0	0	0	0	0	0
"ENSG00000250223"	0	0	0	0	0	0
"ENSG00000251219"	0	0	0	0	0	0
"ENSG00000251636"	0	0	0	0	0	0
"ENSG00000138814"	3219	2360	3553	3114	2924	2937
"ENSG00000273882"	0	0	0	0	0	0
"ENSG00000221265"	0	0	2	0	0	0
"ENSG00000254531"	164	114	179	120	145	114
"ENSG00000153064"	18	28	11	21	25	33
"ENSG00000199529"	0	0	0	0	0	0
"ENSG00000251149"	0	0	0	0	0	0
"ENSG00000251309"	0	2	0	0	0	0
"ENSG00000275124"	0	0	0	0	0	0
"ENSG00000138821"	2270	1511	2386	1976	1634	1876
"ENSG00000241144"	0	0	0	0	0	0
"ENSG00000248161"	139	63	124	80	104	66
"ENSG00000251572"	0	0	0	2	0	0
"ENSG00000260651"	2	9	12	4	8	9
"ENSG00000109320"	2005	1354	2353	1718	1403	1590
"ENSG00000238553"	0	0	0	0	0	2
"ENSG00000109323"	1285	763	1268	1328	1240	1206
"ENSG00000241981"	4	2	7	16	10	6
"ENSG00000230069"	128	71	103	76	108	76
"ENSG00000248971"	145	80	128	87	65	78
"ENSG00000224207"	258	195	244	236	220	257
"ENSG00000251288"	774	411	748	592	465	591
"ENSG00000109332"	13140	8175	13742	11627	10595	10459
"ENSG00000246560"	86	66	99	94	49	66
"ENSG00000252739"	0	0	2	2	2	2
"ENSG00000145354"	2095	1575	2353	2147	1993	2040
"ENSG00000164037"	72	33	65	49	47	68
"ENSG00000250651"	8	0	0	10	12	6
"ENSG00000276978"	1	0	0	0	0	0
"ENSG00000249283"	16	6	19	20	17	26
"ENSG00000164038"	1273	692	1344	948	726	806
"ENSG00000164039"	235	139	184	187	157	181
"ENSG00000138778"	4335	3051	4284	4075	4209	4558
"ENSG00000248740"	67	38	76	40	45	56
"ENSG00000251577"	15	7	9	7	8	6
"ENSG00000250920"	4	1	6	0	4	10
"ENSG00000251571"	3575	2367	3757	2946	2813	2856
"ENSG00000169836"	202	118	183	251	202	183
"ENSG00000252460"	0	0	0	0	0	0
"ENSG00000249614"	2	2	0	0	3	2
"ENSG00000251170"	0	0	0	0	0	0
"ENSG00000215999"	0	0	0	0	0	0
"ENSG00000168772"	378	223	353	425	433	458
"ENSG00000272082"	0	0	0	0	0	0
"ENSG00000245384"	6	0	0	2	4	4
"ENSG00000250670"	2	0	0	0	0	0
"ENSG00000248242"	0	0	0	2	0	0
"ENSG00000276215"	0	0	0	0	0	0
"ENSG00000244470"	0	0	0	0	0	0
"ENSG00000248373"	2	9	7	2	0	2
"ENSG00000251906"	0	0	0	0	0	0
"ENSG00000276992"	0	0	0	0	0	0
"ENSG00000251473"	338	186	291	258	253	244
"ENSG00000252136"	2	0	0	0	0	0
"ENSG00000251259"	289	180	298	227	219	241
"ENSG00000168769"	3110	2062	3027	2809	2761	2562
"ENSG00000251586"	0	0	0	2	0	1
"ENSG00000243383"	0	0	0	0	0	0
"ENSG00000138777"	1509	1022	1669	1453	1484	1506
"ENSG00000200917"	13	6	13	13	7	9
"ENSG00000249264"	2759	1730	2974	1970	1873	2002
"ENSG00000216425"	28	24	28	36	25	58
"ENSG00000250922"	0	0	0	0	0	0
"ENSG00000250522"	0	0	0	0	0	0
"ENSG00000236699"	8	9	14	10	9	15
"ENSG00000249885"	0	0	0	0	0	0
"ENSG00000248778"	0	0	0	0	0	0
"ENSG00000138785"	849	551	830	651	614	610
"ENSG00000138780"	1824	1139	2110	1654	1405	1569
"ENSG00000251175"	3	1	13	4	6	4
"ENSG00000168743"	203	173	220	293	263	333
"ENSG00000250740"	0	4	3	0	0	1
"ENSG00000249635"	2	4	6	4	0	6
"ENSG00000145348"	531	283	411	476	403	426
"ENSG00000164022"	2319	1360	2452	1656	1558	1554
"ENSG00000250298"	0	0	0	0	0	0
"ENSG00000222333"	0	0	0	0	0	0
"ENSG00000249613"	0	0	0	0	0	0
"ENSG00000248915"	0	0	0	0	0	0
"ENSG00000155011"	18	4	10	8	4	12
"ENSG00000213522"	3	3	2	2	1	1
"ENSG00000251081"	0	0	0	0	0	0
"ENSG00000252470"	0	0	0	0	0	0
"ENSG00000138801"	3167	2025	3431	3047	2765	3020
"ENSG00000164023"	1883	1164	2130	1711	1510	1568
"ENSG00000245293"	3	2	0	2	6	4
"ENSG00000222691"	0	0	0	0	0	0
"ENSG00000155016"	1375	859	1282	1257	1189	1061
"ENSG00000249604"	14	6	18	11	4	18
"ENSG00000138796"	1111	864	1226	1245	1232	1300
"ENSG00000138795"	690	531	826	579	583	585
"ENSG00000232021"	34	19	39	28	32	17
"ENSG00000239939"	0	0	0	0	0	0
"ENSG00000278589"	0	0	0	0	0	0
"ENSG00000250485"	189	105	156	122	117	119
"ENSG00000234492"	30	8	35	28	25	15
"ENSG00000109475"	1327	799	1481	1009	993	888
"ENSG00000198856"	2753	1702	2796	2290	2112	2240
"ENSG00000206601"	15	8	8	7	6	5
"ENSG00000164089"	30	13	21	12	15	25
"ENSG00000249257"	0	0	0	0	0	0
"ENSG00000250185"	23	15	25	32	28	35
"ENSG00000265522"	0	0	0	0	0	0
"ENSG00000188517"	22	5	20	12	11	12
"ENSG00000277189"	0	0	0	0	0	0
"ENSG00000246774"	8	7	6	0	4	0
"ENSG00000249465"	202	154	247	197	171	190
"ENSG00000247950"	52	19	35	44	49	42
"ENSG00000138802"	2706	1789	2749	2358	2177	2331
"ENSG00000277970"	0	0	0	2	0	0
"ENSG00000243227"	0	0	0	2	0	0
"ENSG00000207988"	2	0	0	1	2	1
"ENSG00000225094"	38	41	40	24	29	29
"ENSG00000249965"	2	0	11	9	9	12
"ENSG00000005059"	933	763	1096	1028	957	1018
"ENSG00000248785"	105	73	120	86	69	93
"ENSG00000138794"	723	535	839	701	758	783
"ENSG00000273447"	28	20	24	27	20	29
"ENSG00000123739"	1843	1338	2180	1812	1620	1679
"ENSG00000205403"	2	2	0	0	0	0
"ENSG00000272795"	14	8	0	0	17	6
"ENSG00000109534"	901	656	993	697	675	694
"ENSG00000180245"	4	0	9	2	0	0
"ENSG00000183423"	8	4	0	4	2	2
"ENSG00000249681"	0	0	0	0	0	0
"ENSG00000138798"	19	7	10	7	12	14
"ENSG00000207260"	0	0	0	0	0	0
"ENSG00000170522"	3574	2403	3959	4329	3941	4057
"ENSG00000263940"	0	0	0	0	0	0
"ENSG00000248200"	0	0	1	0	0	0
"ENSG00000166530"	1154	762	1147	962	890	902
"ENSG00000250594"	0	0	0	0	0	0
"ENSG00000212160"	0	0	0	0	0	0
"ENSG00000250304"	0	0	4	2	0	0
"ENSG00000276369"	0	0	0	0	0	0
"ENSG00000138792"	288	187	311	280	226	204
"ENSG00000251464"	0	2	0	0	0	4
"ENSG00000251046"	17	8	23	7	26	16
"ENSG00000199894"	0	0	0	0	0	0
"ENSG00000250511"	4	0	2	1	0	0
"ENSG00000250103"	0	0	0	0	0	0
"ENSG00000164093"	316	219	387	441	321	309
"ENSG00000249519"	0	0	0	0	0	0
"ENSG00000251808"	0	0	0	0	0	0
"ENSG00000215961"	0	0	0	0	0	0
"ENSG00000251483"	5	3	9	12	6	4
"ENSG00000251312"	0	0	0	0	0	0
"ENSG00000200963"	0	0	0	0	0	0
"ENSG00000241722"	0	0	0	0	0	0
"ENSG00000248656"	0	0	0	0	0	0
"ENSG00000250855"	0	0	0	0	0	0
"ENSG00000248432"	0	0	0	0	8	0
"ENSG00000249815"	2	0	4	2	0	2
"ENSG00000250556"	0	0	0	0	0	5
"ENSG00000250307"	0	0	0	0	0	0
"ENSG00000240459"	2	4	8	7	2	8
"ENSG00000174749"	2004	1166	2257	1641	1487	1524
"ENSG00000243280"	8	10	6	10	14	4
"ENSG00000260526"	61	38	59	41	56	67
"ENSG00000138660"	2490	1479	2588	2034	1682	1882
"ENSG00000272567"	6	4	2	6	4	0
"ENSG00000145365"	688	441	757	638	681	711
"ENSG00000073331"	792	460	844	640	471	580
"ENSG00000251441"	1086	763	1126	1131	1047	1226
"ENSG00000248697"	1353	902	1624	1205	1100	1098
"ENSG00000178403"	10	14	14	24	22	20
"ENSG00000249509"	10	4	8	3	7	6
"ENSG00000248439"	0	0	0	0	0	0
"ENSG00000138658"	536	469	705	582	670	671
"ENSG00000250966"	40	25	33	46	31	41
"ENSG00000174720"	961	628	1077	915	819	908
"ENSG00000249532"	3	1	0	4	8	1
"ENSG00000199169"	0	2	0	0	0	0
"ENSG00000199145"	1	0	2	4	1	1
"ENSG00000207927"	0	0	0	1	0	2
"ENSG00000199102"	2	6	2	2	2	2
"ENSG00000274389"	0	0	0	0	0	0
"ENSG00000220924"	323	213	355	243	234	234
"ENSG00000250046"	0	0	0	4	0	2
"ENSG00000248633"	0	2	0	0	0	0
"ENSG00000241002"	15	14	25	21	12	17
"ENSG00000202536"	0	0	0	0	0	0
"ENSG00000241741"	4389	2725	4921	3524	3198	3450
"ENSG00000250500"	0	0	0	0	0	0
"ENSG00000145362"	4117	2263	3952	2369	2038	2114
"ENSG00000234841"	298	173	318	210	201	205
"ENSG00000251126"	0	3	0	0	0	1
"ENSG00000228814"	2	0	4	2	0	0
"ENSG00000248152"	4	0	2	2	4	2
"ENSG00000249373"	1	0	0	0	0	0
"ENSG00000275810"	0	0	2	0	0	0
"ENSG00000196656"	6991	4602	7108	6168	5760	5891
"ENSG00000239279"	0	0	0	0	0	0
"ENSG00000206820"	1	0	0	2	0	0
"ENSG00000145349"	2041	1233	2147	2011	1856	1980
"ENSG00000250229"	33	25	37	51	58	65
"ENSG00000180801"	532	368	534	607	543	531
"ENSG00000249304"	0	2	4	0	2	3
"ENSG00000248716"	1	0	0	0	0	0
"ENSG00000174607"	1916	1310	2172	1934	1801	1919
"ENSG00000207931"	0	1	0	0	0	0
"ENSG00000250215"	114	76	173	83	77	103
"ENSG00000240637"	0	0	0	0	0	0
"ENSG00000138653"	0	2	1	0	0	0
"ENSG00000251308"	144	103	152	112	153	138
"ENSG00000250693"	0	0	0	0	0	2
"ENSG00000248488"	0	0	0	0	0	0
"ENSG00000250363"	114	69	83	90	60	75
"ENSG00000248173"	0	0	0	0	0	0
"ENSG00000250442"	1138	705	1270	988	995	958
"ENSG00000249259"	9	11	8	6	7	20
"ENSG00000250627"	0	1	0	0	0	0
"ENSG00000270394"	0	0	0	0	0	0
"ENSG00000250272"	0	0	0	0	0	0
"ENSG00000248139"	0	0	0	0	0	0
"ENSG00000250791"	0	0	0	0	0	0
"ENSG00000213493"	14023	10292	15610	17018	16289	16688
"ENSG00000201752"	0	0	0	0	0	0
"ENSG00000271053"	0	0	0	0	0	0
"ENSG00000174599"	1083	690	1163	944	965	937
"ENSG00000223605"	0	0	0	0	0	0
"ENSG00000224932"	0	0	0	0	0	0
"ENSG00000228358"	0	0	0	0	0	0
"ENSG00000237684"	0	0	0	0	0	0
"ENSG00000236922"	0	0	0	0	0	0
"ENSG00000213492"	773	515	915	737	650	778
"ENSG00000229565"	0	0	0	0	0	0
"ENSG00000164100"	49	49	68	84	60	76
"ENSG00000251463"	1093	756	1247	953	1019	948
"ENSG00000269893"	2782	1676	2977	1911	1710	1755
"ENSG00000275994"	0	0	0	0	0	0
"ENSG00000164099"	1242	910	1395	1516	1556	1498
"ENSG00000230671"	4	6	6	12	7	8
"ENSG00000279252"	14	16	12	2	10	6
"ENSG00000154608"	833	515	919	761	727	784
"ENSG00000260404"	612	354	615	587	466	508
"ENSG00000223225"	0	0	2	0	0	0
"ENSG00000225892"	230	170	266	260	189	217
"ENSG00000248213"	48	18	25	30	14	22
"ENSG00000251155"	2	2	2	7	4	2
"ENSG00000145388"	698	492	726	651	544	591
"ENSG00000150961"	863	668	1072	919	848	855
"ENSG00000172403"	48	10	36	9	11	19
"ENSG00000249002"	0	0	0	0	0	0
"ENSG00000249356"	6	0	5	2	5	8
"ENSG00000172399"	0	6	3	0	0	2
"ENSG00000178636"	9	4	5	5	0	5
"ENSG00000145390"	1429	879	1283	904	894	969
"ENSG00000164096"	1559	1100	1606	2015	2498	2193
"ENSG00000279402"	0	0	0	0	0	0
"ENSG00000145384"	0	0	0	2	2	0
"ENSG00000250412"	9	4	10	4	18	8
"ENSG00000201186"	0	0	0	0	0	0
"ENSG00000249244"	29	21	28	39	40	29
"ENSG00000260091"	90	60	99	117	83	100
"ENSG00000223208"	2	0	6	4	4	4
"ENSG00000248280"	22	15	31	40	27	21
"ENSG00000245958"	286	183	284	403	353	410
"ENSG00000250950"	27	13	21	27	26	24
"ENSG00000138735"	315	210	314	359	384	384
"ENSG00000221245"	2	2	6	0	0	0
"ENSG00000250772"	0	0	0	0	0	0
"ENSG00000250183"	0	0	0	0	0	0
"ENSG00000250392"	0	0	0	0	0	0
"ENSG00000200553"	0	0	0	0	0	0
"ENSG00000253825"	2	0	0	0	0	0
"ENSG00000164109"	1114	946	1324	1398	1539	1480
"ENSG00000250938"	6	8	7	10	6	15
"ENSG00000250219"	0	2	4	2	0	1
"ENSG00000225665"	471	283	446	415	351	342
"ENSG00000249409"	3	6	4	15	0	0
"ENSG00000138738"	719	428	590	515	486	492
"ENSG00000212359"	0	0	0	2	0	0
"ENSG00000251609"	0	0	1	9	5	0
"ENSG00000173376"	157	115	155	234	246	233
"ENSG00000223006"	0	0	2	0	1	0
"ENSG00000250344"	0	0	0	0	3	6
"ENSG00000271302"	0	0	0	0	0	0
"ENSG00000050730"	0	0	0	0	0	0
"ENSG00000252183"	0	0	0	0	0	0
"ENSG00000207148"	6	0	0	0	0	0
"ENSG00000186867"	23	10	25	21	30	29
"ENSG00000213480"	1441	1033	1414	1628	1551	1522
"ENSG00000264927"	0	0	0	0	0	0
"ENSG00000224062"	0	0	0	0	0	0
"ENSG00000164111"	3498	2431	3554	3074	3150	3229
"ENSG00000164112"	0	0	0	0	0	0
"ENSG00000226757"	0	0	0	0	0	0
"ENSG00000123737"	1210	786	1333	1146	1187	1159
"ENSG00000145386"	3399	2761	3886	4289	4361	4223
"ENSG00000138686"	975	610	1065	909	677	815
"ENSG00000261501"	0	0	0	1	2	0
"ENSG00000138741"	99	80	113	118	90	99
"ENSG00000237868"	112	49	103	94	67	72
"ENSG00000241037"	0	0	0	0	0	0
"ENSG00000138688"	5299	3127	5121	4668	4410	4308
"ENSG00000164113"	0	0	0	0	2	0
"ENSG00000109471"	0	0	0	0	0	0
"ENSG00000138684"	0	0	0	0	0	0
"ENSG00000227145"	0	0	0	0	0	0
"ENSG00000224786"	13	7	11	24	12	8
"ENSG00000181004"	363	254	395	298	310	290
"ENSG00000244083"	0	0	0	0	0	0
"ENSG00000138685"	2775	1659	2918	1887	1668	1775
"ENSG00000253069"	0	0	0	0	0	0
"ENSG00000240775"	0	4	0	0	0	0
"ENSG00000273007"	18	8	26	40	28	37
"ENSG00000170917"	237	178	222	210	220	179
"ENSG00000145375"	1007	770	1133	861	871	939
"ENSG00000276962"	4	3	5	6	12	8
"ENSG00000216154"	4	1	0	6	1	2
"ENSG00000250322"	0	0	0	0	0	0
"ENSG00000164056"	263	241	311	534	550	533
"ENSG00000249125"	0	0	0	0	0	0
"ENSG00000251526"	0	0	0	0	0	0
"ENSG00000249464"	2	0	3	2	0	2
"ENSG00000226655"	2	0	0	0	0	0
"ENSG00000228489"	0	0	0	0	0	0
"ENSG00000250458"	0	0	0	0	0	0
"ENSG00000250484"	0	0	1	0	0	0
"ENSG00000249837"	0	0	0	0	0	0
"ENSG00000248506"	0	0	0	0	0	0
"ENSG00000248565"	2122	1578	2340	2553	2443	2581
"ENSG00000261083"	0	0	0	0	1	0
"ENSG00000151458"	3580	2401	3745	3505	3245	3283
"ENSG00000196159"	3859	2359	4190	3423	3246	3204
"ENSG00000201297"	0	0	0	0	0	0
"ENSG00000250149"	0	0	0	0	0	0
"ENSG00000251436"	0	0	0	0	0	0
"ENSG00000249555"	60	34	66	68	44	51
"ENSG00000251649"	0	0	0	0	0	0
"ENSG00000251005"	0	0	0	0	0	0
"ENSG00000223620"	277	167	259	240	199	272
"ENSG00000199862"	0	0	0	0	0	0
"ENSG00000250945"	0	0	0	0	0	0
"ENSG00000248491"	0	0	0	0	0	0
"ENSG00000248209"	0	0	0	0	0	0
"ENSG00000249795"	0	0	0	0	0	0
"ENSG00000164066"	2170	1262	2179	1769	1648	1750
"ENSG00000151475"	0	0	0	2	0	0
"ENSG00000164070"	2676	1761	2787	2510	2101	2275
"ENSG00000244021"	1111	653	1199	745	693	834
"ENSG00000261668"	1	6	4	6	12	10
"ENSG00000142731"	1384	1140	1618	1533	1694	1609
"ENSG00000251821"	6	1	13	7	16	14
"ENSG00000164073"	866	621	1039	871	740	820
"ENSG00000164074"	703	452	770	669	647	674
"ENSG00000138709"	911	596	936	823	776	867
"ENSG00000241651"	7	1	13	7	6	5
"ENSG00000248394"	3924	2634	4622	3726	2975	3488
"ENSG00000164040"	3213	2327	3617	3195	3283	3146
"ENSG00000251432"	53	34	66	66	42	47
"ENSG00000273077"	3	0	0	0	0	0
"ENSG00000248187"	4	2	0	7	4	0
"ENSG00000248802"	2	2	1	0	0	0
"ENSG00000077684"	2014	1504	2279	2232	2003	2139
"ENSG00000151466"	629	377	635	445	421	497
"ENSG00000275647"	0	3	2	0	0	0
"ENSG00000151470"	578	312	477	513	499	471
"ENSG00000251345"	0	0	0	0	0	0
"ENSG00000248958"	26	15	10	12	12	28
"ENSG00000251195"	0	0	0	0	0	0
"ENSG00000250193"	0	0	0	0	0	0
"ENSG00000246876"	0	0	3	2	0	0
"ENSG00000249618"	1	0	2	0	0	0
"ENSG00000234125"	0	2	0	0	0	0
"ENSG00000251326"	0	0	0	0	0	0
"ENSG00000248877"	0	0	0	0	0	0
"ENSG00000249018"	0	0	0	0	0	0
"ENSG00000280059"	0	0	0	0	0	0
"ENSG00000250503"	0	0	0	0	0	0
"ENSG00000250213"	0	0	0	0	0	0
"ENSG00000206782"	0	0	0	0	0	0
"ENSG00000250102"	0	0	0	0	0	0
"ENSG00000248715"	0	0	0	0	0	0
"ENSG00000241392"	8	4	0	16	16	5
"ENSG00000252014"	10	4	8	4	5	6
"ENSG00000249416"	25	21	36	28	28	30
"ENSG00000251676"	156	78	171	160	119	133
"ENSG00000184139"	0	0	0	0	1	0
"ENSG00000251555"	4	0	0	0	0	3
"ENSG00000251598"	4	2	4	12	5	3
"ENSG00000249463"	3	2	5	4	0	6
"ENSG00000251051"	0	0	0	0	0	0
"ENSG00000248369"	0	0	0	0	0	0
"ENSG00000251398"	0	0	0	0	0	0
"ENSG00000249038"	0	0	0	0	0	0
"ENSG00000251488"	0	0	0	0	0	0
"ENSG00000249513"	0	0	0	0	2	4
"ENSG00000250241"	13	13	6	23	29	12
"ENSG00000248735"	6	9	4	0	2	8
"ENSG00000138650"	29	34	43	55	20	53
"ENSG00000221637"	0	0	0	0	0	0
"ENSG00000250191"	0	0	0	0	0	0
"ENSG00000251388"	0	0	0	0	0	0
"ENSG00000266277"	0	0	0	0	0	0
"ENSG00000254535"	0	0	0	0	0	0
"ENSG00000251199"	0	0	0	0	0	0
"ENSG00000248191"	152	123	171	114	103	123
"ENSG00000251291"	0	0	0	0	0	0
"ENSG00000249000"	0	0	0	0	0	0
"ENSG00000249847"	0	0	0	0	0	0
"ENSG00000251228"	359	220	380	387	278	297
"ENSG00000241411"	4	3	15	4	3	3
"ENSG00000250144"	123	73	131	64	85	85
"ENSG00000248434"	0	0	0	0	0	0
"ENSG00000248456"	0	4	2	0	2	0
"ENSG00000207188"	0	0	0	0	0	0
"ENSG00000250834"	0	0	1	0	0	0
"ENSG00000207849"	0	0	0	0	0	0
"ENSG00000248104"	2	0	2	0	0	2
"ENSG00000250865"	0	0	0	0	0	0
"ENSG00000248330"	0	0	0	0	0	0
"ENSG00000207322"	0	0	0	0	0	0
"ENSG00000251492"	0	0	0	0	0	0
"ENSG00000261166"	0	0	0	0	0	0
"ENSG00000251567"	0	0	0	0	0	0
"ENSG00000250665"	0	0	0	0	0	0
"ENSG00000249311"	114	74	104	97	82	66
"ENSG00000279749"	0	0	0	0	0	0
