"DMSO_1"	"DMSO_2"	"DMSO_3"	"NCEG2_1"	"NCEG2_2"	"NCEG2_3"
"ENSG00000266750"	0	0	0	0	0	0
"ENSG00000230438"	6	0	2	4	0	0
"ENSG00000170542"	416	439	423	321	447	405
"ENSG00000232999"	0	0	0	0	0	0
"ENSG00000228365"	0	0	0	0	0	0
"ENSG00000124570"	7547	7127	7345	6250	7483	6982
"ENSG00000244041"	111	155	186	140	207	182
"ENSG00000124588"	5672	5223	5661	3856	4831	4708
"ENSG00000224846"	39	21	39	42	50	46
"ENSG00000271361"	0	0	0	0	0	0
"ENSG00000274855"	0	0	0	0	0	0
"ENSG00000232654"	178	174	214	155	193	209
"ENSG00000217707"	0	0	0	0	0	0
"ENSG00000229282"	11	9	2	9	8	8
"ENSG00000137275"	3782	3240	3485	2226	2692	2414
"ENSG00000272277"	14	27	29	30	39	36
"ENSG00000222248"	3	0	6	0	1	2
"ENSG00000137274"	909	737	825	731	771	789
"ENSG00000228170"	0	0	0	0	0	0
"ENSG00000137267"	2777	2687	2961	2773	3414	3238
"ENSG00000216819"	188	229	184	210	233	187
"ENSG00000230269"	2	6	3	6	4	8
"ENSG00000137285"	4078	3984	3970	4111	5001	4830
"ENSG00000180822"	1093	1099	1222	1098	1294	1258
"ENSG00000137266"	214	192	206	152	157	219
"ENSG00000272320"	8	14	6	9	11	6
"ENSG00000228793"	0	0	0	0	0	0
"ENSG00000270477"	0	0	0	0	0	0
"ENSG00000168994"	1453	1421	1432	1014	1108	1256
"ENSG00000270504"	416	385	375	351	381	325
"ENSG00000219992"	9	12	7	13	12	17
"ENSG00000238158"	0	0	0	0	0	0
"ENSG00000145945"	777	788	789	797	891	811
"ENSG00000233068"	0	0	0	0	0	0
"ENSG00000260604"	29	36	16	16	14	10
"ENSG00000218472"	4	2	0	2	4	0
"ENSG00000217135"	0	0	2	0	0	0
"ENSG00000217566"	0	0	4	0	0	0
"ENSG00000216657"	2395	2344	2373	2323	2762	2525
"ENSG00000279926"	76	77	57	32	48	47
"ENSG00000272248"	21	16	19	10	16	17
"ENSG00000230648"	23	7	27	11	10	19
"ENSG00000112739"	8765	7872	8394	6815	8326	7808
"ENSG00000145975"	81	56	42	40	32	41
"ENSG00000185689"	74	51	68	28	69	60
"ENSG00000198721"	1787	1870	1826	1631	2106	1925
"ENSG00000254821"	0	0	1	0	0	2
"ENSG00000234817"	49	53	33	18	37	33
"ENSG00000237716"	0	0	0	0	0	0
"ENSG00000216307"	20	33	23	27	22	31
"ENSG00000231811"	0	0	0	0	0	0
"ENSG00000201185"	4	33	23	4	22	18
"ENSG00000260239"	0	0	0	0	0	0
"ENSG00000270695"	0	0	0	0	0	0
"ENSG00000260673"	0	0	0	0	0	0
"ENSG00000205444"	0	0	0	0	0	0
"ENSG00000217385"	0	2	3	2	1	0
"ENSG00000153046"	3168	3060	3357	2645	3236	2972
"ENSG00000236336"	0	2	0	0	0	0
"ENSG00000217030"	8	0	6	0	2	0
"ENSG00000124787"	435	311	361	297	398	389
"ENSG00000272142"	399	285	392	286	322	323
"ENSG00000271978"	106	109	95	86	99	84
"ENSG00000220685"	266	266	270	266	330	337
"ENSG00000219607"	236	269	250	265	284	304
"ENSG00000214113"	1027	877	953	940	1106	1115
"ENSG00000265083"	0	0	0	0	2	0
"ENSG00000145982"	414	389	383	366	444	379
"ENSG00000220446"	0	0	0	0	0	0
"ENSG00000269985"	4	2	2	2	0	2
"ENSG00000218574"	5	2	4	0	6	0
"ENSG00000270174"	0	4	4	0	0	0
"ENSG00000217239"	592	525	539	533	669	459
"ENSG00000216360"	0	0	1	0	2	2
"ENSG00000233064"	0	0	0	0	3	0
"ENSG00000239472"	4	0	0	4	3	2
"ENSG00000215057"	6117	6638	6663	5983	7335	6977
"ENSG00000124785"	281	311	282	189	263	216
"ENSG00000264121"	0	0	0	0	0	0
"ENSG00000124491"	0	0	0	0	0	0
"ENSG00000263572"	0	0	0	0	0	0
"ENSG00000216863"	0	0	0	0	0	0
"ENSG00000241216"	0	0	0	0	0	0
"ENSG00000218868"	416	382	422	376	525	445
"ENSG00000112799"	0	0	0	2	0	0
"ENSG00000261211"	11	16	18	12	18	8
"ENSG00000279368"	14	4	7	4	10	12
"ENSG00000226281"	2	2	0	0	0	6
"ENSG00000224532"	0	0	0	0	0	0
"ENSG00000219986"	521	476	491	431	529	481
"ENSG00000223342"	0	0	0	0	0	0
"ENSG00000240936"	0	0	0	0	0	0
"ENSG00000203498"	0	0	0	0	0	0
"ENSG00000124782"	2158	1985	2087	1493	1863	1830
"ENSG00000225092"	12	2	9	6	4	0
"ENSG00000201483"	0	0	0	0	0	0
"ENSG00000124783"	9507	8701	8749	7269	9052	8222
"ENSG00000238221"	1	9	2	2	6	2
"ENSG00000164304"	9	8	3	9	3	3
"ENSG00000219375"	1178	1081	1177	1198	1483	1209
"ENSG00000220472"	19143	17209	18182	15834	19397	16931
"ENSG00000230570"	0	0	1	2	0	0
"ENSG00000124784"	611	520	545	521	649	597
"ENSG00000233503"	796	795	869	919	987	974
"ENSG00000219993"	0	2	0	0	0	0
"ENSG00000234115"	3588	2644	3066	1731	2166	1979
"ENSG00000261189"	6	2	5	4	4	6
"ENSG00000096696"	379	359	399	309	378	333
"ENSG00000168566"	1454	1304	1303	1106	1412	1319
"ENSG00000236512"	0	2	0	0	4	0
"ENSG00000153162"	273	246	237	294	362	347
"ENSG00000259040"	0	0	0	0	0	0
"ENSG00000239264"	147	160	164	175	151	202
"ENSG00000217746"	0	0	0	0	0	0
"ENSG00000219294"	453	415	464	363	409	385
"ENSG00000188428"	1171	1032	1020	880	1108	971
"ENSG00000265818"	0	0	0	0	0	0
"ENSG00000124802"	902	720	789	742	876	813
"ENSG00000232234"	0	0	0	0	0	0
"ENSG00000234763"	0	0	0	0	0	0
"ENSG00000124786"	1231	1090	1129	957	1081	1113
"ENSG00000251164"	4	2	2	0	4	2
"ENSG00000276019"	0	0	0	0	0	0
"ENSG00000230939"	11	8	10	3	6	1
"ENSG00000225775"	0	3	0	2	5	1
"ENSG00000181355"	1	0	0	0	0	0
"ENSG00000216368"	9	8	12	4	10	8
"ENSG00000229765"	0	0	0	0	0	0
"ENSG00000221583"	0	0	0	0	0	0
"ENSG00000275271"	0	0	0	0	0	0
"ENSG00000216781"	0	0	0	0	0	0
"ENSG00000137203"	2249	2077	2055	1924	2521	2344
"ENSG00000229950"	54	63	73	37	49	76
"ENSG00000228478"	0	2	0	0	0	0
"ENSG00000183674"	0	4	0	2	0	0
"ENSG00000229401"	4	4	0	3	2	4
"ENSG00000263705"	0	0	0	0	0	0
"ENSG00000238076"	582	662	654	525	776	652
"ENSG00000231056"	0	0	0	0	0	0
"ENSG00000111846"	3505	3122	3272	2751	3453	3288
"ENSG00000237685"	20	17	25	26	17	22
"ENSG00000216359"	4	2	0	4	2	4
"ENSG00000217181"	14	0	0	9	2	2
"ENSG00000205318"	17	27	16	8	13	16
"ENSG00000137434"	80	88	100	51	78	101
"ENSG00000201048"	4	1	0	2	0	1
"ENSG00000111845"	693	621	654	720	862	736
"ENSG00000111843"	4235	3845	4090	3749	4567	3794
"ENSG00000272097"	97	75	69	77	90	70
"ENSG00000137210"	3587	3455	3529	3232	4173	3548
"ENSG00000272162"	0	0	0	0	0	0
"ENSG00000222383"	23	19	26	17	43	19
"ENSG00000111837"	184	187	175	149	238	175
"ENSG00000124827"	3	5	4	4	0	2
"ENSG00000235051"	0	0	2	0	4	2
"ENSG00000153157"	236	230	235	160	190	173
"ENSG00000197977"	2617	2550	2785	2365	3008	2918
"ENSG00000274541"	5	5	10	3	4	10
"ENSG00000230314"	10	15	12	6	18	12
"ENSG00000224531"	3156	2594	2703	2127	2522	2350
"ENSG00000244476"	4	0	0	0	6	6
"ENSG00000271245"	2	0	0	0	0	0
"ENSG00000247925"	0	0	4	0	0	0
"ENSG00000111859"	4	10	2	2	2	5
"ENSG00000233656"	0	0	0	0	0	0
"ENSG00000242753"	0	0	0	0	0	0
"ENSG00000202313"	0	0	0	0	0	0
"ENSG00000218020"	0	0	0	0	0	0
"ENSG00000205269"	2055	1777	1954	1544	1987	1855
"ENSG00000271897"	0	0	0	0	0	0
"ENSG00000277473"	0	0	0	0	0	0
"ENSG00000207419"	0	0	0	0	0	0
"ENSG00000111863"	207	183	170	196	220	163
"ENSG00000234427"	0	0	0	0	0	0
"ENSG00000215124"	0	2	0	2	2	1
"ENSG00000225102"	0	0	0	0	0	0
"ENSG00000229896"	0	0	0	3	2	0
"ENSG00000095951"	1285	1106	1144	961	1217	1034
"ENSG00000078401"	4	12	2	7	23	25
"ENSG00000218893"	0	0	0	0	0	0
"ENSG00000223321"	0	0	0	0	0	0
"ENSG00000212802"	21641	19789	19964	15403	19248	17172
"ENSG00000234015"	0	1	4	4	0	6
"ENSG00000112137"	580	472	465	417	531	482
"ENSG00000223291"	0	0	0	0	0	0
"ENSG00000206702"	0	2	0	0	0	0
"ENSG00000215022"	131	108	124	82	97	121
"ENSG00000145979"	577	524	574	437	566	513
"ENSG00000272379"	2	0	2	0	0	0
"ENSG00000145990"	114	139	109	74	119	110
"ENSG00000237786"	0	2	0	0	0	0
"ENSG00000218265"	3485	3183	3125	2690	3278	2927
"ENSG00000202351"	0	0	0	0	0	0
"ENSG00000124523"	770	682	734	660	749	714
"ENSG00000261071"	0	0	0	0	0	0
"ENSG00000225921"	2212	2010	2280	2100	2674	2555
"ENSG00000010017"	2133	2138	2307	1691	2114	2087
"ENSG00000050393"	2034	1877	2032	1745	2148	1999
"ENSG00000272209"	0	0	2	0	2	2
"ENSG00000180537"	434	345	400	431	445	473
"ENSG00000220868"	2	2	0	0	1	3
"ENSG00000233981"	0	0	0	0	2	2
"ENSG00000112149"	555	577	540	507	600	567
"ENSG00000238987"	0	0	0	0	0	0
"ENSG00000230631"	0	0	0	0	0	0
"ENSG00000226673"	0	0	0	2	0	0
"ENSG00000237346"	0	0	0	0	0	0
"ENSG00000234540"	0	0	0	0	0	0
"ENSG00000229646"	0	0	0	0	0	0
"ENSG00000206960"	0	0	0	0	0	0
"ENSG00000234261"	0	0	0	0	2	0
"ENSG00000216754"	0	0	0	0	0	0
"ENSG00000242989"	0	0	0	0	0	0
"ENSG00000264687"	0	0	0	0	0	0
"ENSG00000271888"	36	41	31	42	34	24
"ENSG00000008083"	1404	1335	1376	1082	1422	1286
"ENSG00000235488"	5	3	4	2	4	10
"ENSG00000201367"	0	0	0	0	0	1
"ENSG00000201519"	0	0	0	0	0	0
"ENSG00000277411"	0	2	0	2	5	4
"ENSG00000047579"	828	734	793	672	754	673
"ENSG00000214027"	81	79	50	99	118	105
"ENSG00000232947"	0	0	0	0	0	0
"ENSG00000274212"	0	0	0	0	0	0
"ENSG00000217585"	107	99	114	126	151	104
"ENSG00000007944"	930	1016	925	699	879	856
"ENSG00000263712"	0	2	0	0	1	0
"ENSG00000218073"	10	14	7	11	4	23
"ENSG00000217078"	2	6	4	6	6	7
"ENSG00000216364"	25	22	33	37	24	24
"ENSG00000251831"	0	0	0	0	0	0
"ENSG00000207193"	0	0	0	0	0	0
"ENSG00000137198"	9	6	7	4	3	3
"ENSG00000124788"	1751	1663	1686	1209	1423	1545
"ENSG00000265642"	0	0	0	0	0	0
"ENSG00000229931"	42	42	30	38	39	28
"ENSG00000272341"	125	132	150	101	122	89
"ENSG00000221492"	0	0	0	0	0	0
"ENSG00000277100"	0	0	0	0	0	0
"ENSG00000230873"	0	0	0	0	0	0
"ENSG00000112183"	1099	947	1042	846	939	993
"ENSG00000219314"	0	0	0	0	0	0
"ENSG00000112186"	2225	1997	2050	1461	1752	1571
"ENSG00000184612"	64	36	70	59	40	57
"ENSG00000218359"	0	0	0	0	4	2
"ENSG00000137414"	3240	2904	2870	2061	2381	2256
"ENSG00000124789"	7957	7466	7730	6634	8567	7719
"ENSG00000206881"	0	2	2	2	0	4
"ENSG00000272269"	179	173	187	169	198	183
"ENSG00000201415"	2	0	0	0	2	0
"ENSG00000201442"	0	0	0	0	0	0
"ENSG00000137177"	3325	2952	3195	2420	3175	2725
"ENSG00000220920"	2	12	4	7	2	10
"ENSG00000187566"	81	61	81	47	64	45
"ENSG00000137364"	1282	1179	1234	933	1214	1020
"ENSG00000165097"	2933	2673	2721	2392	3062	2680
"ENSG00000124795"	12477	11543	12314	10471	12753	11269
"ENSG00000199715"	10	0	4	2	0	0
"ENSG00000278102"	0	0	0	0	0	0
"ENSG00000200681"	0	0	0	0	0	0
"ENSG00000217414"	476	418	493	433	583	484
"ENSG00000218976"	73	57	79	71	98	86
"ENSG00000137393"	171	138	183	111	145	158
"ENSG00000207775"	0	0	0	0	0	0
"ENSG00000217379"	0	0	0	0	0	0
"ENSG00000231662"	0	2	0	0	0	0
"ENSG00000218643"	0	0	0	0	0	0
"ENSG00000201523"	0	0	0	0	0	0
"ENSG00000226786"	2	1	6	1	0	0
"ENSG00000214012"	281	290	239	266	319	347
"ENSG00000217314"	0	0	0	0	0	0
"ENSG00000200957"	0	0	0	0	0	0
"ENSG00000237404"	0	4	4	4	0	2
"ENSG00000227116"	0	0	0	0	0	4
"ENSG00000228412"	66	49	58	33	38	55
"ENSG00000172201"	64	60	65	41	48	45
"ENSG00000229700"	0	6	0	4	2	6
"ENSG00000172197"	347	297	330	223	287	309
"ENSG00000227803"	7	7	4	4	7	6
"ENSG00000112242"	3637	3185	3470	2738	3286	3123
"ENSG00000240869"	4	6	2	4	2	4
"ENSG00000252949"	0	0	2	4	1	1
"ENSG00000224707"	8	2	8	12	2	8
"ENSG00000222431"	4	5	1	0	0	2
"ENSG00000201683"	0	0	0	0	0	0
"ENSG00000145996"	871	799	790	633	844	803
"ENSG00000225832"	0	0	0	0	2	0
"ENSG00000233848"	0	0	0	0	0	0
"ENSG00000252046"	0	0	0	0	0	0
"ENSG00000227089"	0	0	0	0	0	0
"ENSG00000231754"	0	0	0	0	0	0
"ENSG00000124766"	289	334	298	284	307	311
"ENSG00000220771"	328	300	305	292	391	342
"ENSG00000272168"	2	0	0	0	0	0
"ENSG00000280443"	0	0	0	0	0	0
"ENSG00000222515"	0	0	0	0	0	0
"ENSG00000260455"	0	0	0	0	0	0
"ENSG00000219404"	0	0	0	0	0	0
"ENSG00000261568"	0	0	0	0	0	0
"ENSG00000260049"	0	0	0	0	0	0
"ENSG00000172179"	0	0	0	0	0	0
"ENSG00000112273"	0	0	4	0	0	0
"ENSG00000228772"	0	0	0	0	0	0
"ENSG00000233358"	3	0	7	5	6	4
"ENSG00000218476"	0	0	0	0	0	0
"ENSG00000207394"	0	0	2	0	2	0
"ENSG00000235743"	1	2	0	0	2	0
"ENSG00000219453"	0	0	0	0	0	0
"ENSG00000278128"	0	0	0	0	0	0
"ENSG00000218512"	4	10	11	14	8	12
"ENSG00000220748"	119	93	106	68	111	85
"ENSG00000219582"	0	0	1	0	0	0
"ENSG00000152954"	0	0	0	0	0	0
"ENSG00000251830"	0	0	0	0	0	0
"ENSG00000146038"	8	13	27	10	17	11
"ENSG00000146049"	2	2	0	0	0	0
"ENSG00000202050"	0	0	0	0	0	0
"ENSG00000124532"	1205	1159	1242	892	1206	1028
"ENSG00000112293"	99	82	92	45	86	73
"ENSG00000112294"	1325	1235	1146	917	1105	967
"ENSG00000137261"	311	344	319	318	365	338
"ENSG00000218186"	2	7	9	12	5	6
"ENSG00000111802"	2339	2183	2286	1825	2272	2023
"ENSG00000112304"	1329	1206	1354	1027	1454	1174
"ENSG00000272345"	12	22	8	15	1	10
"ENSG00000112308"	8495	8005	8317	6525	8080	7455
"ENSG00000272402"	33	8	36	11	19	20
"ENSG00000224164"	0	0	0	0	0	0
"ENSG00000218806"	0	0	0	0	0	0
"ENSG00000112312"	1633	1672	1534	1594	1888	1708
"ENSG00000260286"	2	0	0	0	0	0
"ENSG00000111913"	3	0	2	2	0	2
"ENSG00000263391"	0	0	0	0	0	0
"ENSG00000217083"	0	0	0	0	0	0
"ENSG00000214975"	4584	4412	4572	4682	5822	4877
"ENSG00000272053"	0	0	0	0	0	0
"ENSG00000220517"	26	24	20	8	6	7
"ENSG00000244618"	0	0	0	0	0	0
"ENSG00000229313"	0	0	0	0	0	0
"ENSG00000223623"	0	0	0	0	0	0
"ENSG00000230372"	0	0	0	0	0	0
"ENSG00000168405"	7	6	6	0	0	5
"ENSG00000219682"	845	711	836	687	871	841
"ENSG00000262400"	0	0	0	0	0	0
"ENSG00000217805"	0	0	0	0	0	0
"ENSG00000264238"	0	0	0	0	0	0
"ENSG00000219681"	0	0	0	0	0	0
"ENSG00000235733"	0	0	0	0	0	0
"ENSG00000271108"	0	0	0	0	0	0
"ENSG00000216718"	1	1	0	0	0	0
"ENSG00000213972"	0	0	0	0	0	0
"ENSG00000079691"	598	501	552	420	557	472
"ENSG00000207286"	1	0	1	4	0	0
"ENSG00000277593"	0	0	0	0	0	0
"ENSG00000207490"	0	0	0	0	0	0
"ENSG00000253017"	0	0	0	0	0	0
"ENSG00000079689"	0	0	0	0	0	0
"ENSG00000217408"	0	0	0	0	0	0
"ENSG00000164508"	0	0	0	0	0	0
"ENSG00000146047"	0	0	0	0	0	0
"ENSG00000178762"	0	0	0	0	0	0
"ENSG00000216436"	0	0	0	0	0	0
"ENSG00000146039"	0	0	0	0	0	0
"ENSG00000124568"	0	0	0	0	0	0
"ENSG00000124564"	0	0	0	0	0	0
"ENSG00000276745"	0	0	0	0	0	0
"ENSG00000242387"	0	0	0	0	0	0
"ENSG00000277410"	0	0	0	0	0	0
"ENSG00000112337"	0	0	0	0	0	0
"ENSG00000112343"	1877	1716	1874	1205	1478	1421
"ENSG00000272558"	0	0	0	0	0	0
"ENSG00000272065"	14	4	2	0	4	2
"ENSG00000272462"	331	303	278	187	272	236
"ENSG00000272810"	16	10	5	12	6	13
"ENSG00000224447"	2	0	0	0	0	0
"ENSG00000124610"	2	0	4	0	2	1
"ENSG00000275714"	2	4	8	0	2	0
"ENSG00000278637"	0	2	0	0	0	2
"ENSG00000278705"	4	14	0	0	6	8
"ENSG00000274267"	74	58	49	37	54	62
"ENSG00000278463"	5	9	7	1	3	9
"ENSG00000276410"	2	7	4	4	4	6
"ENSG00000234816"	4	4	3	2	1	0
"ENSG00000278272"	0	4	6	0	2	0
"ENSG00000187837"	2284	1899	1993	1297	1557	1419
"ENSG00000010704"	835	895	919	718	963	818
"ENSG00000197061"	4	8	17	6	17	18
"ENSG00000187475"	4	2	0	2	2	0
"ENSG00000180596"	349	276	309	101	155	134
"ENSG00000180573"	1812	1547	1660	748	933	982
"ENSG00000168298"	30	51	23	12	40	34
"ENSG00000158373"	1282	1143	1158	502	655	668
"ENSG00000217159"	170	123	105	132	116	119
"ENSG00000274290"	12	12	9	3	2	8
"ENSG00000277157"	24	4	3	1	8	6
"ENSG00000216331"	36	17	24	26	20	14
"ENSG00000197409"	47	39	30	29	32	36
"ENSG00000196866"	34	37	36	19	34	15
"ENSG00000277224"	38	67	29	14	33	36
"ENSG00000217275"	32	26	19	15	33	21
"ENSG00000276966"	46	46	54	17	40	52
"ENSG00000273802"	272	192	187	79	101	95
"ENSG00000277075"	134	131	114	39	50	62
"ENSG00000277720"	1	0	0	0	0	0
"ENSG00000274750"	4	0	2	0	0	0
"ENSG00000218281"	1	0	2	0	0	0
"ENSG00000124575"	11	2	4	0	4	0
"ENSG00000274618"	0	0	0	0	0	0
"ENSG00000275663"	0	1	0	0	0	0
"ENSG00000277775"	8	9	5	6	26	12
"ENSG00000275713"	86	73	93	60	81	92
"ENSG00000273983"	253	202	267	228	236	223
"ENSG00000218690"	21	7	39	23	33	16
"ENSG00000278588"	8	4	12	3	16	3
"ENSG00000158406"	96	58	112	27	20	20
"ENSG00000220875"	10	23	13	18	19	15
"ENSG00000186470"	1823	1829	1781	1809	2127	1924
"ENSG00000215979"	2	1	11	2	1	6
"ENSG00000124508"	2149	2129	2093	1584	1758	1744
"ENSG00000026950"	2046	2028	1926	1680	1962	1934
"ENSG00000124549"	641	620	618	410	570	548
"ENSG00000111801"	869	843	900	684	883	867
"ENSG00000112763"	2398	2239	2222	1694	2101	2157
"ENSG00000124557"	6	8	6	2	0	11
"ENSG00000199289"	2	2	2	0	0	0
"ENSG00000228223"	1501	1457	1500	984	1117	1036
"ENSG00000261353"	116	85	100	67	97	81
"ENSG00000182952"	5256	4678	4802	4345	4944	4717
"ENSG00000146109"	1880	1900	2004	1726	2129	1796
"ENSG00000275846"	2	0	0	0	4	2
"ENSG00000271071"	1	0	0	0	0	0
"ENSG00000181315"	1809	1511	1646	1263	1639	1333
"ENSG00000261584"	37	34	37	21	20	24
"ENSG00000241549"	132	104	90	71	84	101
"ENSG00000243307"	2	6	6	1	2	6
"ENSG00000224843"	90	83	77	43	74	86
"ENSG00000272312"	8	6	5	9	1	4
"ENSG00000238621"	2	1	2	0	0	4
"ENSG00000220581"	4	0	2	0	2	4
"ENSG00000216762"	0	0	0	0	0	0
"ENSG00000219770"	0	0	0	0	0	0
"ENSG00000222800"	5	4	3	6	0	3
"ENSG00000272468"	98	94	94	100	92	97
"ENSG00000124635"	280	194	248	185	301	232
"ENSG00000196787"	1054	929	966	551	637	613
"ENSG00000276180"	1435	1081	1315	935	1068	1008
"ENSG00000197903"	3236	2776	3031	2048	2579	2387
"ENSG00000274997"	7	12	7	12	8	23
"ENSG00000265565"	2	2	2	4	0	4
"ENSG00000174572"	0	5	1	0	2	4
"ENSG00000112812"	667	685	681	375	521	487
"ENSG00000270935"	138	155	174	173	214	207
"ENSG00000158553"	24	56	36	16	32	17
"ENSG00000220758"	0	0	0	0	0	0
"ENSG00000204789"	1022	924	980	632	715	647
"ENSG00000124613"	965	843	890	804	942	906
"ENSG00000271755"	37	33	35	35	52	60
"ENSG00000237154"	422	312	374	308	368	303
"ENSG00000096654"	965	955	913	725	840	753
"ENSG00000278332"	2	3	9	6	7	1
"ENSG00000270666"	101	97	85	74	74	70
"ENSG00000218347"	1	2	7	2	1	4
"ENSG00000219738"	17	18	23	5	18	22
"ENSG00000206671"	0	0	0	0	0	0
"ENSG00000238648"	4	0	0	0	0	2
"ENSG00000216676"	36	38	47	35	46	46
"ENSG00000276793"	0	2	0	0	0	0
"ENSG00000216915"	481	472	520	333	527	440
"ENSG00000218069"	257	197	216	192	276	191
"ENSG00000217862"	8	7	6	8	6	2
"ENSG00000185130"	24	24	10	12	16	24
"ENSG00000196747"	110	84	64	36	40	37
"ENSG00000278828"	341	280	317	180	229	237
"ENSG00000276368"	22	30	31	16	12	20
"ENSG00000273703"	0	2	0	2	2	2
"ENSG00000197238"	74	97	70	45	56	70
"ENSG00000273542"	112	101	98	44	79	66
"ENSG00000233822"	306	307	302	243	293	249
"ENSG00000275221"	0	0	0	0	0	0
"ENSG00000217646"	2	10	0	2	4	0
"ENSG00000276903"	8	17	14	8	23	25
"ENSG00000184357"	8	46	24	8	28	43
"ENSG00000275379"	0	0	0	0	0	0
"ENSG00000275126"	0	0	0	0	0	0
"ENSG00000197153"	15	20	13	6	18	9
"ENSG00000278677"	3	0	0	0	0	2
"ENSG00000274641"	51	18	46	25	44	36
"ENSG00000238610"	0	2	0	2	0	3
"ENSG00000168131"	0	0	0	0	0	2
"ENSG00000168126"	10	6	15	4	6	8
"ENSG00000124657"	30	22	17	22	13	13
"ENSG00000214374"	0	0	0	0	1	0
"ENSG00000216629"	0	0	0	0	0	0
"ENSG00000217539"	579	530	582	389	481	458
"ENSG00000199851"	3	2	12	0	1	3
"ENSG00000217315"	10	6	8	6	2	4
"ENSG00000187763"	8	12	8	3	8	14
"ENSG00000182477"	18	23	23	12	22	12
"ENSG00000220721"	20	12	18	14	16	16
"ENSG00000272009"	29	33	51	59	37	65
"ENSG00000197279"	182	145	100	149	210	204
"ENSG00000219891"	78	97	64	55	68	76
"ENSG00000219392"	7	7	2	6	9	6
"ENSG00000269293"	237	185	194	177	237	194
"ENSG00000196812"	4	12	6	11	2	4
"ENSG00000261839"	22	21	13	10	12	19
"ENSG00000198315"	5468	5244	5115	3900	4982	4384
"ENSG00000226314"	160	152	128	119	110	146
"ENSG00000280107"	26	27	27	12	31	22
"ENSG00000216901"	8	11	10	6	16	6
"ENSG00000218016"	0	2	0	0	1	0
"ENSG00000176933"	193	140	137	85	129	88
"ENSG00000137185"	935	911	907	741	1055	1017
"ENSG00000187626"	562	534	461	398	456	491
"ENSG00000189134"	107	95	117	49	121	93
"ENSG00000197062"	1974	1695	1737	1337	1753	1587
"ENSG00000276302"	9	1	6	2	4	4
"ENSG00000137338"	1062	974	1118	802	1029	1043
"ENSG00000273712"	10	11	8	1	8	4
"ENSG00000270326"	0	0	4	0	0	0
"ENSG00000235109"	455	418	481	266	337	310
"ENSG00000189298"	825	843	979	701	924	839
"ENSG00000158691"	383	332	371	272	325	253
"ENSG00000251877"	1	0	6	0	0	0
"ENSG00000187987"	514	457	510	340	396	357
"ENSG00000231162"	781	739	741	629	812	781
"ENSG00000219262"	0	0	0	0	0	0
"ENSG00000198704"	2	0	2	0	4	2
"ENSG00000224586"	2	0	0	1	0	0
"ENSG00000232040"	505	455	498	314	401	325
"ENSG00000246350"	5	12	4	4	5	7
"ENSG00000271440"	2	0	0	0	5	2
"ENSG00000235570"	12	6	17	5	1	5
"ENSG00000265764"	0	0	0	0	0	0
"ENSG00000237425"	2	0	0	2	0	0
"ENSG00000235559"	17	22	29	32	40	26
"ENSG00000225173"	119	93	81	30	59	58
"ENSG00000225595"	16	9	12	6	15	18
"ENSG00000213916"	0	0	0	0	0	0
"ENSG00000233366"	0	0	0	0	0	0
"ENSG00000224157"	6	5	3	9	1	8
"ENSG00000204713"	4448	4009	4132	3412	4276	4075
"ENSG00000212240"	1	5	10	2	4	6
"ENSG00000204709"	71	70	79	58	29	45
"ENSG00000228666"	114	117	98	56	105	67
"ENSG00000263426"	0	0	0	0	0	0
"ENSG00000227214"	32	6	21	14	12	26
"ENSG00000244349"	28	28	28	17	27	14
"ENSG00000197935"	0	2	2	0	0	0
"ENSG00000223677"	0	1	2	2	0	0
"ENSG00000277661"	0	2	8	2	0	2
"ENSG00000204704"	0	0	0	0	0	0
"ENSG00000236909"	0	0	4	2	2	0
"ENSG00000228364"	776	670	693	546	618	578
"ENSG00000204703"	0	0	0	0	0	0
"ENSG00000204702"	0	0	0	0	0	0
"ENSG00000204701"	2	2	2	0	0	0
"ENSG00000227206"	0	2	0	0	0	0
"ENSG00000203492"	0	0	0	0	0	0
"ENSG00000204700"	0	0	0	0	0	0
"ENSG00000224233"	0	0	0	0	0	0
"ENSG00000273960"	0	0	0	0	0	0
"ENSG00000230598"	0	0	0	0	0	0
"ENSG00000232505"	0	0	0	0	6	1
"ENSG00000213911"	0	0	0	0	0	0
"ENSG00000204697"	0	0	0	4	0	0
"ENSG00000242524"	0	0	0	0	0	0
"ENSG00000197171"	0	0	0	0	0	0
"ENSG00000204695"	0	0	0	0	0	0
"ENSG00000230056"	327	330	257	231	264	207
"ENSG00000243729"	0	0	0	0	0	0
"ENSG00000112462"	0	0	0	2	0	0
"ENSG00000280236"	0	0	0	0	0	0
"ENSG00000168787"	0	0	0	0	0	0
"ENSG00000251608"	0	0	0	0	0	0
"ENSG00000204694"	0	0	0	0	0	0
"ENSG00000206474"	0	0	0	0	0	0
"ENSG00000279941"	0	0	0	0	0	0
"ENSG00000277881"	0	0	0	0	0	0
"ENSG00000204688"	0	4	6	0	0	0
"ENSG00000225797"	0	0	0	0	0	0
"ENSG00000230164"	0	0	0	0	0	0
"ENSG00000204687"	0	0	0	0	0	0
"ENSG00000213900"	2	0	0	0	0	0
"ENSG00000229274"	0	0	0	0	0	0
"ENSG00000224582"	0	0	0	0	0	0
"ENSG00000229281"	0	0	0	0	0	0
"ENSG00000237988"	0	0	0	0	0	0
