ensgene_id	NCEG2_1	NCEG2_2	NCEG2_3	DMSO_1	DMSO_2
"ENSG00000102309"	418	367	414	353	461
"ENSG00000239577"	15	30	17	21	11
"ENSG00000186871"	1854	1614	1804	1471	1974
"ENSG00000198034"	8527	7580	8344	7367	9944
"ENSG00000238926"	0	0	2	0	6
"ENSG00000125931"	28	14	7	18	18
"ENSG00000086758"	20994	19090	21551	20142	26164
"ENSG00000063601"	2088	1873	2037	1784	2578
"ENSG00000230153"	0	2	0	0	0
"ENSG00000222796"	0	0	0	0	0
"ENSG00000029993"	2426	2297	2178	2234	2821
"ENSG00000230508"	19	9	23	15	24
"ENSG00000124486"	16606	14956	17155	15688	20479
"ENSG00000068400"	1341	1097	1344	1206	1739
"ENSG00000289245"	9	6	6	7	18
"ENSG00000196998"	391	382	416	316	519
"ENSG00000169164"	0	0	0	0	0
"ENSG00000290520"	0	0	0	0	0
"ENSG00000187893"	0	0	0	0	0
"ENSG00000230578"	0	0	0	0	0
"ENSG00000290643"	5	9	10	6	6
"ENSG00000157965"	0	0	0	0	0
"ENSG00000204648"	0	0	0	0	0
"ENSG00000226870"	0	0	0	0	0
"ENSG00000234442"	0	0	0	0	0
"ENSG00000171483"	0	0	0	0	0
"ENSG00000274775"	14	0	10	29	19
"ENSG00000290740"	2	2	5	2	2
"ENSG00000251525"	0	0	0	0	0
"ENSG00000186312"	49	57	74	49	77
"ENSG00000232765"	0	0	0	0	0
"ENSG00000290748"	0	0	0	0	0
"ENSG00000126952"	0	0	0	0	0
"ENSG00000290798"	0	0	0	0	0
"ENSG00000229015"	0	0	0	0	0
"ENSG00000290806"	2	0	1	0	1
"ENSG00000196970"	0	0	0	0	0
"ENSG00000242599"	0	0	0	0	0
"ENSG00000242520"	0	0	0	0	0
"ENSG00000204072"	16	10	23	9	11
"ENSG00000290908"	79	48	65	62	75
"ENSG00000231069"	0	0	0	0	0
"ENSG00000290955"	0	0	0	0	0
"ENSG00000237265"	0	0	0	0	0
"ENSG00000223773"	0	0	0	0	0
"ENSG00000234062"	104	117	78	67	100
"ENSG00000291054"	308	413	334	337	398
"ENSG00000234493"	0	0	0	0	0
"ENSG00000291200"	2	2	0	2	2
"ENSG00000214897"	0	0	0	0	0
"ENSG00000067842"	78	77	116	55	85
"ENSG00000290743"	0	0	0	0	0
"ENSG00000230187"	0	0	0	0	0
"ENSG00000277492"	0	0	0	0	0
"ENSG00000280704"	0	0	0	0	0
"ENSG00000213747"	17	10	7	11	16
"ENSG00000082458"	627	618	709	618	951
"ENSG00000287757"	4	0	2	0	2
"ENSG00000291285"	0	0	0	0	0
"ENSG00000290734"	0	0	0	0	0
"ENSG00000290708"	0	0	0	0	0
"ENSG00000101811"	675	582	693	681	740
"ENSG00000007952"	23	26	23	18	32
"ENSG00000239345"	13	18	32	18	23
"ENSG00000233680"	0	1	0	11	0
"ENSG00000179031"	719	598	709	546	767
"ENSG00000182489"	2	9	4	16	14
"ENSG00000182492"	2	3	12	6	0
"ENSG00000183981"	0	0	0	0	0
"ENSG00000214930"	0	0	0	0	0
"ENSG00000285989"	0	0	0	0	0
"ENSG00000129682"	112	122	126	86	95
"ENSG00000232183"	0	0	0	0	0
"ENSG00000207800"	1	0	0	0	0
"ENSG00000226031"	1	1	0	0	2
"ENSG00000235975"	0	0	0	8	1
"ENSG00000101958"	168	154	157	157	219
"ENSG00000005893"	4334	3805	4217	3915	5014
"ENSG00000242732"	174	235	245	191	243
"ENSG00000046653"	1133	1069	1061	875	1201
"ENSG00000243279"	278	223	248	253	315
"ENSG00000174460"	183	158	136	244	402
"ENSG00000102172"	744	653	756	557	749
"ENSG00000077279"	14	4	26	2	6
"ENSG00000215301"	14653	12811	14168	12729	16795
"ENSG00000207486"	0	0	0	0	0
"ENSG00000131264"	0	0	0	0	0
"ENSG00000233162"	0	0	0	0	0
"ENSG00000269904"	397	314	367	326	411
"ENSG00000237475"	0	2	0	0	0
"ENSG00000230590"	8165	7764	8742	6967	9481
"ENSG00000231549"	753	639	725	494	736
"ENSG00000204113"	111	87	102	122	117
"ENSG00000228492"	59	78	111	60	93
"ENSG00000271533"	1193	1181	1407	1072	1520
"ENSG00000202566"	0	0	0	0	0
"ENSG00000212027"	0	0	0	0	0
"ENSG00000283534"	0	0	0	0	0
"ENSG00000265727"	70	87	63	92	93
"ENSG00000278421"	0	0	0	0	0
"ENSG00000273974"	0	0	0	0	0
"ENSG00000275254"	0	0	0	0	0
"ENSG00000275625"	0	0	0	0	0
"ENSG00000207820"	22	7	9	12	15
"ENSG00000199168"	0	0	4	0	1
"ENSG00000277922"	0	0	0	0	0
"ENSG00000187969"	0	0	4	0	0
"ENSG00000226515"	0	0	0	0	0
"ENSG00000213269"	440	469	548	440	601
"ENSG00000270641"	5157	4414	5027	5471	7191
"ENSG00000229807"	617455	588887	670540	624636	761126
"ENSG00000291306"	0	0	0	0	0
"ENSG00000291017"	0	0	0	0	0
"ENSG00000290713"	0	0	0	0	0
"ENSG00000290714"	0	0	0	0	0
"ENSG00000283178"	0	0	0	0	0
"ENSG00000283599"	0	0	0	0	0
"ENSG00000291310"	13	15	19	31	35
"ENSG00000101812"	11	2	1	0	3
"ENSG00000235946"	45	28	21	43	35
"ENSG00000131724"	1300	1141	1425	1221	1468
"ENSG00000239182"	6	2	2	2	6
"ENSG00000250995"	39	46	48	20	41
"ENSG00000101974"	3952	3698	4136	3188	4048
"ENSG00000291314"	0	0	0	0	0
"ENSG00000124313"	389	389	411	367	548
"ENSG00000077264"	38	9	20	48	44
"ENSG00000147394"	139	81	128	113	122
"ENSG00000289890"	18	23	30	16	61
"ENSG00000290641"	0	0	0	0	0
"ENSG00000280195"	74	81	95	52	97
"ENSG00000102125"	781	741	880	748	1071
"ENSG00000197180"	22	22	8	27	28
"ENSG00000101871"	8460	7055	8187	6886	9097
"ENSG00000176896"	213	177	254	193	256
"ENSG00000101901"	4996	4743	5669	4351	5577
"ENSG00000007350"	10	8	19	3	4
"ENSG00000204131"	786	758	771	575	791
"ENSG00000222810"	11	15	14	14	22
"ENSG00000277569"	0	0	0	0	0
"ENSG00000223742"	0	0	0	0	0
"ENSG00000169306"	4	0	2	0	0
"ENSG00000226436"	2	0	1	0	0
"ENSG00000201666"	2	0	0	0	0
"ENSG00000237994"	0	0	0	0	0
"ENSG00000201356"	0	0	0	0	0
"ENSG00000227393"	0	0	0	0	0
"ENSG00000264090"	0	0	0	0	0
"ENSG00000227592"	0	0	0	0	0
"ENSG00000165194"	172	155	113	236	305
"ENSG00000000003"	1020	948	1122	912	1291
"ENSG00000290811"	0	0	0	2	0
"ENSG00000270050"	64	54	57	58	79
"ENSG00000223546"	3246	2849	3565	3300	3794
"ENSG00000239407"	559	547	585	553	710
"ENSG00000102128"	44	57	45	32	50
"ENSG00000234050"	81	51	66	47	59
"ENSG00000286846"	312	315	289	288	343
"ENSG00000224632"	7	12	6	14	7
"ENSG00000133169"	4	4	0	0	4
"ENSG00000147206"	7	2	17	10	24
"ENSG00000226241"	11	25	20	20	26
"ENSG00000182916"	11	15	5	8	10
"ENSG00000238049"	0	0	0	0	0
"ENSG00000185222"	1329	1105	1157	1150	1657
"ENSG00000166681"	3587	2930	3028	2584	3666
"ENSG00000281091"	85	37	35	54	49
"ENSG00000234405"	112	102	125	99	104
"ENSG00000172476"	234	201	212	177	214
"ENSG00000287619"	102	115	93	82	124
"ENSG00000189108"	3	0	2	1	2
"ENSG00000232665"	2	0	2	0	0
"ENSG00000223733"	0	0	0	0	0
"ENSG00000268629"	0	0	0	0	0
"ENSG00000181819"	50	62	79	42	62
"ENSG00000206864"	0	0	0	0	0
"ENSG00000123572"	22	19	20	18	10
"ENSG00000123561"	0	0	0	0	8
"ENSG00000291040"	305	347	374	348	364
"ENSG00000056998"	326	359	446	296	389
"ENSG00000276380"	393	357	299	356	335
"ENSG00000102096"	495	467	495	445	660
"ENSG00000270813"	41	41	40	45	55
"ENSG00000183911"	55	73	83	81	83
"ENSG00000234557"	5	5	7	19	26
"ENSG00000102393"	3909	3255	3544	2535	3798
"ENSG00000204071"	2	1	0	0	1
"ENSG00000279245"	7	16	14	10	18
"ENSG00000272681"	21	29	9	6	10
"ENSG00000126756"	153	119	145	128	167
"ENSG00000147144"	549	507	497	465	685
"ENSG00000200572"	0	0	0	0	0
"ENSG00000284499"	0	0	0	0	0
"ENSG00000284538"	0	0	0	0	0
"ENSG00000284107"	0	0	0	0	0
"ENSG00000284043"	0	0	0	0	0
"ENSG00000283931"	0	0	0	0	0
"ENSG00000284157"	0	0	0	0	0
"ENSG00000205755"	3	2	12	4	4
"ENSG00000290746"	354	320	348	327	388
"ENSG00000169239"	701	669	761	701	840
"ENSG00000289237"	15	10	20	6	16
"ENSG00000290686"	0	0	0	0	0
"ENSG00000171405"	0	0	0	0	0
"ENSG00000237833"	9	4	11	6	3
"ENSG00000181433"	1	0	4	0	0
"ENSG00000102181"	1462	1280	1446	1394	1774
"ENSG00000270916"	0	0	1	0	0
"ENSG00000212595"	0	0	0	0	0
"ENSG00000290892"	0	0	0	0	0
"ENSG00000011677"	6	11	8	9	9
"ENSG00000252205"	0	0	0	0	0
"ENSG00000207957"	0	0	0	0	0
"ENSG00000211583"	0	0	0	0	0
"ENSG00000207818"	0	0	0	0	0
"ENSG00000223940"	0	0	0	0	4
"ENSG00000287394"	11	0	0	0	0
"ENSG00000290868"	0	0	0	0	0
"ENSG00000283638"	0	0	0	0	0
"ENSG00000169083"	294	324	370	256	362
"ENSG00000147050"	4239	3950	4575	4345	5578
"ENSG00000101972"	8095	7613	8636	6696	8795
"ENSG00000254207"	11	4	6	2	8
"ENSG00000275427"	2	0	0	3	1
"ENSG00000271248"	0	0	0	0	0
"ENSG00000281961"	0	0	2	0	0
"ENSG00000286969"	0	0	0	0	0
"ENSG00000255437"	534	507	665	539	704
"ENSG00000253280"	0	0	0	0	0
"ENSG00000280215"	0	0	0	0	0
"ENSG00000253257"	0	0	0	0	0
"ENSG00000253496"	0	0	0	2	0
"ENSG00000253262"	0	0	0	0	0
"ENSG00000282686"	0	0	0	0	0
"ENSG00000282692"	0	0	2	0	0
"ENSG00000253166"	5	25	33	9	27
"ENSG00000223508"	98	96	124	112	154
"ENSG00000260721"	0	0	2	0	0
"ENSG00000287740"	0	0	0	0	0
"ENSG00000253267"	0	0	3	0	0
"ENSG00000253125"	0	4	0	0	0
"ENSG00000255076"	0	0	0	0	0
"ENSG00000240486"	0	0	0	0	0
"ENSG00000253866"	291	219	266	194	317
"ENSG00000254272"	42	34	30	32	47
"ENSG00000134020"	0	0	0	0	0
"ENSG00000273484"	0	0	0	0	0
"ENSG00000214366"	2	0	1	1	0
"ENSG00000254160"	0	0	0	0	0
"ENSG00000253896"	2	0	1	0	1
"ENSG00000279919"	0	0	0	0	0
"ENSG00000253189"	0	0	0	0	0
"ENSG00000253184"	0	0	0	0	6
"ENSG00000285861"	0	0	0	0	0
"ENSG00000254026"	0	0	0	0	0
"ENSG00000253880"	0	0	0	0	0
"ENSG00000253855"	0	0	0	0	0
"ENSG00000255464"	1	4	0	0	3
"ENSG00000253510"	0	0	0	0	0
"ENSG00000288580"	0	0	0	0	0
"ENSG00000168546"	4	0	10	1	8
"ENSG00000164741"	1326	1084	1275	968	1445
"ENSG00000254575"	0	0	0	0	0
"ENSG00000185053"	0	2	0	2	0
"ENSG00000282375"	0	0	0	0	2
"ENSG00000287812"	0	0	0	0	0
"ENSG00000254260"	0	0	0	0	0
"ENSG00000253162"	0	0	0	0	0
"ENSG00000286346"	0	0	0	0	0
"ENSG00000254007"	0	0	0	0	0
"ENSG00000253853"	0	0	0	0	0
"ENSG00000198791"	2195	1927	2177	1996	2743
"ENSG00000255365"	0	0	0	0	0
"ENSG00000251034"	185	210	198	198	244
"ENSG00000253612"	0	0	0	0	0
"ENSG00000253490"	0	0	2	0	0
"ENSG00000250316"	0	0	0	0	0
"ENSG00000286934"	0	0	0	0	0
"ENSG00000253444"	0	0	0	0	0
"ENSG00000179388"	28	36	38	70	63
"ENSG00000221818"	149	121	185	75	175
"ENSG00000104714"	785	644	723	564	713
"ENSG00000261026"	11	4	12	0	16
"ENSG00000155975"	643	713	814	653	840
"ENSG00000164743"	4	0	0	10	4
"ENSG00000277526"	0	0	0	0	0
"ENSG00000248235"	0	0	0	0	0
"ENSG00000159167"	221	214	238	170	240
"ENSG00000104228"	762	612	630	629	753
"ENSG00000254193"	0	0	0	1	0
"ENSG00000273876"	0	0	0	0	0
"ENSG00000254384"	0	0	0	0	0
"ENSG00000198042"	857	868	893	726	1171
"ENSG00000282759"	0	0	0	0	0
"ENSG00000147421"	1633	1487	1761	1665	2156
"ENSG00000254753"	0	0	0	0	0
"ENSG00000271118"	0	0	0	0	0
"ENSG00000254319"	0	0	0	0	0
"ENSG00000253604"	0	0	0	0	0
"ENSG00000272256"	2	0	0	0	2
"ENSG00000275461"	0	0	0	0	0
"ENSG00000253632"	0	0	0	0	0
"ENSG00000249213"	0	0	0	0	0
"ENSG00000253452"	0	0	0	0	0
"ENSG00000172728"	1074	961	1082	1046	1284
"ENSG00000253610"	4	1	0	4	0
"ENSG00000156687"	4	6	0	0	6
"ENSG00000253934"	0	0	0	0	0
"ENSG00000280147"	0	0	0	0	0
"ENSG00000253557"	0	0	0	0	0
"ENSG00000253199"	0	0	0	0	0
"ENSG00000038945"	0	0	2	1	0
"ENSG00000251203"	11	24	2	21	13
"ENSG00000253932"	0	0	0	0	0
"ENSG00000092964"	1323	1131	1227	1064	1375
"ENSG00000287152"	0	0	0	0	0
"ENSG00000288110"	0	0	0	0	0
"ENSG00000282142"	0	0	0	0	0
"ENSG00000253279"	0	0	0	2	6
"ENSG00000253377"	4	4	2	8	10
"ENSG00000253100"	13	13	15	14	25
"ENSG00000278256"	0	0	0	0	0
"ENSG00000253425"	34	32	29	27	43
"ENSG00000253620"	3	18	10	2	4
"ENSG00000253535"	0	0	0	1	2
"ENSG00000254309"	0	0	0	0	0
"ENSG00000253396"	0	0	0	0	0
"ENSG00000253746"	28	27	25	15	15
"ENSG00000147454"	2696	2502	2678	2509	3292
"ENSG00000253899"	5	5	4	3	6
"ENSG00000253888"	0	0	4	0	2
"ENSG00000253571"	208	183	187	172	247
"ENSG00000177669"	5	4	6	7	12
"ENSG00000282160"	0	0	0	0	0
"ENSG00000253108"	0	0	0	0	0
"ENSG00000147459"	1086	986	1192	1039	1349
"ENSG00000253232"	0	0	0	4	3
"ENSG00000253488"	10	12	3	3	11
"ENSG00000253182"	0	0	0	0	0
"ENSG00000259196"	5	2	7	8	6
"ENSG00000253951"	0	0	0	0	0
"ENSG00000253770"	22	25	18	21	25
"ENSG00000254069"	0	0	0	0	0
"ENSG00000253993"	186	143	193	223	236
"ENSG00000254061"	64	66	75	50	51
"ENSG00000253995"	2	2	0	0	0
"ENSG00000254425"	0	0	0	0	0
"ENSG00000104660"	1111	954	1107	879	1174
"ENSG00000254320"	0	0	0	0	0
"ENSG00000120907"	2	0	6	0	6
"ENSG00000133878"	0	4	0	0	0
"ENSG00000253685"	0	0	0	0	0
"ENSG00000167034"	123	91	101	141	132
"ENSG00000285977"	0	0	0	0	0
"ENSG00000279099"	0	0	0	2	0
"ENSG00000253524"	0	0	0	0	0
"ENSG00000240519"	0	0	0	0	0
"ENSG00000254362"	9	22	15	10	28
"ENSG00000248738"	4	0	0	0	4
"ENSG00000248964"	0	0	0	0	0
"ENSG00000243844"	0	2	0	0	0
"ENSG00000243181"	20	9	17	13	18
"ENSG00000287166"	4	17	13	12	8
"ENSG00000134013"	203	243	239	288	321
"ENSG00000251191"	0	0	0	0	0
"ENSG00000188873"	146	146	170	144	191
"ENSG00000253200"	28	29	27	15	15
"ENSG00000254067"	0	0	0	0	1
"ENSG00000254244"	4521	3906	4399	3759	4898
"ENSG00000244708"	0	0	0	0	0
"ENSG00000285601"	2	0	2	0	0
"ENSG00000253504"	0	0	0	0	0
"ENSG00000272338"	77	77	62	71	60
"ENSG00000253208"	16	10	11	14	28
"ENSG00000104219"	1262	1166	1369	1209	1548
"ENSG00000188512"	1304	1097	1221	1169	1537
"ENSG00000285669"	112	86	104	61	91
"ENSG00000279881"	0	0	1	0	0
"ENSG00000253206"	0	0	0	0	0
"ENSG00000168300"	1695	1788	2153	1787	2103
"ENSG00000253903"	1	0	0	0	0
"ENSG00000253569"	0	0	0	0	0
"ENSG00000254491"	0	0	0	0	0
"ENSG00000254156"	0	0	0	0	0
"ENSG00000104765"	2331	2021	2303	2119	2828
"ENSG00000253455"	0	2	0	0	0
"ENSG00000197892"	311	271	279	282	383
"ENSG00000253837"	23	14	32	19	55
"ENSG00000253330"	476	439	506	450	648
"ENSG00000254165"	235	199	273	269	309
"ENSG00000272375"	18	8	18	15	17
"ENSG00000254033"	0	0	0	0	0
"ENSG00000253142"	0	0	0	0	0
"ENSG00000253418"	0	0	0	0	0
"ENSG00000253654"	52	31	39	34	82
"ENSG00000233109"	25	23	21	36	43
"ENSG00000287590"	0	2	4	0	0
"ENSG00000286693"	0	0	0	0	0
"ENSG00000253642"	0	0	0	0	0
"ENSG00000253813"	4	0	1	0	0
"ENSG00000104671"	205	226	240	172	207
"ENSG00000221914"	3787	3330	3434	3359	4737
"ENSG00000253390"	24	17	33	25	38
"ENSG00000253354"	0	0	0	0	0
"ENSG00000254013"	591	526	529	510	654
"ENSG00000197217"	1846	1762	1983	1886	2400
"ENSG00000272024"	7	9	14	14	3
"ENSG00000164808"	1305	1083	1312	1123	1437
"ENSG00000253300"	0	0	0	0	0
"ENSG00000253502"	0	0	0	0	2
"ENSG00000232024"	2648	2299	2506	2229	2953
"ENSG00000253380"	0	0	0	0	0
"ENSG00000253139"	0	0	0	0	0
"ENSG00000253802"	4	5	4	4	9
"ENSG00000253314"	0	0	0	0	0
"ENSG00000253986"	0	0	0	4	0
"ENSG00000253734"	0	0	0	4	6
"ENSG00000215179"	60	26	48	33	69
"ENSG00000241511"	622	509	516	457	650
"ENSG00000253961"	51	51	51	82	55
"ENSG00000254222"	0	0	0	0	0
"ENSG00000168575"	1036	874	1035	992	1256
"ENSG00000272076"	22	18	27	19	21
"ENSG00000253319"	0	0	0	0	0
"ENSG00000104611"	199	197	223	122	236
"ENSG00000253810"	28	36	27	21	29
"ENSG00000254268"	0	0	0	0	0
"ENSG00000285992"	0	0	1	0	0
"ENSG00000248531"	1	1	1	3	1
"ENSG00000253363"	0	14	2	2	0
"ENSG00000253342"	0	4	4	0	0
"ENSG00000224594"	4	6	10	0	0
"ENSG00000253430"	12	10	7	16	17
"ENSG00000254194"	0	0	0	0	0
"ENSG00000253664"	0	0	0	0	0
"ENSG00000240738"	0	0	0	0	0
"ENSG00000278428"	0	0	0	0	0
"ENSG00000253140"	0	2	0	3	0
"ENSG00000254145"	0	0	0	0	0
"ENSG00000286798"	0	0	0	0	0
"ENSG00000240694"	668	628	657	547	747
"ENSG00000253879"	0	0	0	0	0
"ENSG00000253483"	177	172	194	154	253
"ENSG00000269924"	94	79	108	98	136
"ENSG00000254087"	862	651	776	608	886
"ENSG00000254358"	0	0	0	1	0
"ENSG00000253803"	0	0	0	0	0
"ENSG00000253198"	187	130	179	110	181
"ENSG00000147481"	0	0	0	0	1
"ENSG00000253475"	27	41	23	15	28
"ENSG00000133872"	1169	1039	1266	1256	1496
"ENSG00000253684"	0	0	0	0	0
"ENSG00000253608"	0	2	2	0	0
"ENSG00000172817"	8	7	0	2	2
"ENSG00000253670"	0	0	0	0	1
"ENSG00000253892"	0	0	0	0	0
"ENSG00000178538"	1773	1587	1626	1761	2368
"ENSG00000248347"	0	3	2	0	0
"ENSG00000241431"	546	396	380	316	508
"ENSG00000251470"	0	0	2	0	0
"ENSG00000253817"	0	0	0	0	0
"ENSG00000253708"	7	6	5	8	10
"ENSG00000229211"	46	42	25	18	33
"ENSG00000253317"	11	12	6	11	9
"ENSG00000133874"	182	132	207	130	223
"ENSG00000275115"	2	0	1	5	4
"ENSG00000253474"	0	0	0	0	0
"ENSG00000253484"	0	0	0	0	0
"ENSG00000279858"	8	8	7	1	4
"ENSG00000253190"	7	2	11	12	4
"ENSG00000253205"	0	4	4	4	2
"ENSG00000287844"	0	0	10	0	1
"ENSG00000270328"	0	0	0	0	2
"ENSG00000253711"	0	0	0	0	0
"ENSG00000196115"	0	0	1	0	0
"ENSG00000215117"	0	0	0	0	3
"ENSG00000253688"	4	0	3	2	0
"ENSG00000165061"	0	0	2	0	0
"ENSG00000121005"	382	446	466	330	471
"ENSG00000104679"	218	187	261	196	334
"ENSG00000254131"	11	13	18	9	17
"ENSG00000104722"	2242	2214	2281	1594	2075
"ENSG00000254001"	2	0	2	2	0
"ENSG00000164751"	670	607	668	571	625
"ENSG00000253147"	0	0	0	0	0
"ENSG00000147485"	16	9	22	4	9
"ENSG00000253123"	391	316	343	136	198
"ENSG00000226301"	12	9	24	7	7
"ENSG00000254136"	0	0	0	4	2
"ENSG00000215177"	4	0	0	0	0
"ENSG00000240540"	6	7	6	9	18
"ENSG00000251354"	171	155	172	146	152
"ENSG00000091656"	6065	5455	6120	4285	5749
"ENSG00000253659"	0	0	0	0	0
"ENSG00000254204"	0	0	0	0	0
"ENSG00000254051"	4	0	3	2	1
"ENSG00000254305"	412	303	364	320	448
"ENSG00000177182"	2	10	6	6	12
"ENSG00000254775"	4	0	0	10	1
"ENSG00000253849"	0	0	0	0	0
"ENSG00000104442"	1830	1690	1927	1821	2222
"ENSG00000253235"	0	0	0	0	0
"ENSG00000253216"	5	5	0	9	7
"ENSG00000249889"	2	16	30	7	19
"ENSG00000287185"	0	2	2	0	0
"ENSG00000221947"	6	4	9	4	8
"ENSG00000253340"	8	0	7	6	2
"ENSG00000253762"	2	6	0	0	0
"ENSG00000254330"	0	0	0	2	0
"ENSG00000076641"	1999	1888	2101	1423	2135
"ENSG00000254177"	33	28	28	33	24
"ENSG00000228984"	0	0	0	0	0
"ENSG00000254105"	2	0	8	2	3
"ENSG00000272264"	3	4	5	10	22
"ENSG00000253231"	0	0	0	0	0
"ENSG00000250979"	56	65	75	89	116
"ENSG00000137573"	737	757	776	774	1119
"ENSG00000254086"	0	0	0	0	0
"ENSG00000215096"	0	0	0	2	0
"ENSG00000276418"	0	0	0	0	0
"ENSG00000165084"	288	277	295	159	273
"ENSG00000253138"	0	0	0	0	0
"ENSG00000253423"	0	0	0	0	0
"ENSG00000164879"	19	6	17	4	19
"ENSG00000277436"	2	0	0	0	3
"ENSG00000253983"	0	2	6	2	4
"ENSG00000253789"	66	55	52	53	81
"ENSG00000253238"	7	4	13	6	2
"ENSG00000250962"	155	163	166	122	234
"ENSG00000253581"	0	0	0	0	0
"ENSG00000164749"	65	114	99	75	151
"ENSG00000213791"	131	77	84	104	160
"ENSG00000271167"	0	0	0	0	0
"ENSG00000104331"	5784	5209	5792	5071	6018
"ENSG00000275928"	0	4	2	15	23
"ENSG00000241746"	0	0	0	0	0
"ENSG00000253952"	2	9	9	1	13
"ENSG00000285768"	0	0	0	0	0
"ENSG00000176731"	364	273	292	255	315
"ENSG00000213881"	6089	5089	5714	4736	6594
"ENSG00000254383"	0	0	0	0	0
"ENSG00000040341"	1322	1148	1391	1134	1594
"ENSG00000272425"	14	11	32	12	11
"ENSG00000274343"	0	2	3	1	2
"ENSG00000253383"	19	16	10	7	8
"ENSG00000253836"	0	0	0	0	0
"ENSG00000237807"	0	0	4	0	0
"ENSG00000254266"	106	84	157	69	87
"ENSG00000258677"	0	0	0	0	0
"ENSG00000254020"	0	0	0	0	0
"ENSG00000253964"	0	3	1	1	0
"ENSG00000254392"	0	0	0	0	0
"ENSG00000253577"	2	2	4	11	3
"ENSG00000104327"	18	19	14	6	20
"ENSG00000258256"	15	8	9	9	27
"ENSG00000123119"	376	426	388	348	499
"ENSG00000254231"	109	82	147	56	113
"ENSG00000270971"	2	0	0	0	0
"ENSG00000206228"	44	46	78	53	74
"ENSG00000253682"	1	9	4	2	15
"ENSG00000253634"	1	6	2	6	0
"ENSG00000254954"	0	0	0	0	0
"ENSG00000246792"	124	96	104	80	97
"ENSG00000205176"	3	6	8	19	12
"ENSG00000254070"	0	0	0	0	0
"ENSG00000203413"	0	0	0	0	0
"ENSG00000164949"	220	188	191	154	213
"ENSG00000212989"	27	22	38	46	51
"ENSG00000156103"	567	551	692	509	622
"ENSG00000254195"	0	0	0	0	0
"ENSG00000253391"	0	0	0	0	0
"ENSG00000254089"	0	0	0	0	0
"ENSG00000147613"	15	12	20	6	6
"ENSG00000147596"	6	0	0	0	0
"ENSG00000254538"	110	123	127	152	186
"ENSG00000164687"	140	127	123	145	205
"ENSG00000260493"	14	20	12	22	32
"ENSG00000277422"	2	8	0	2	2
"ENSG00000270077"	0	0	4	0	4
"ENSG00000253681"	0	6	1	0	0
"ENSG00000254300"	0	0	0	0	2
"ENSG00000288005"	2	2	2	0	1
"ENSG00000254366"	0	0	1	0	4
"ENSG00000236191"	7	1	8	0	1
"ENSG00000248762"	0	0	0	0	1
"ENSG00000253226"	79	58	83	50	42
"ENSG00000253871"	0	0	0	0	0
"ENSG00000253658"	5	8	9	12	2
"ENSG00000253549"	37	15	29	14	24
"ENSG00000246662"	8	13	13	16	18
"ENSG00000287352"	0	0	0	0	6
"ENSG00000254014"	0	0	0	0	0
"ENSG00000254120"	0	0	0	0	0
"ENSG00000164951"	1171	979	1210	1030	1447
"ENSG00000253655"	0	0	0	2	0
"ENSG00000104321"	60	37	71	45	58
"ENSG00000253675"	0	0	0	0	0
"ENSG00000235531"	119	125	94	109	119
"ENSG00000287927"	1	0	0	0	0
"ENSG00000079112"	15	8	21	9	38
"ENSG00000254048"	0	0	0	0	6
"ENSG00000272518"	96	95	102	110	115
"ENSG00000253468"	110	103	100	109	126
"ENSG00000275386"	2	5	2	6	0
"ENSG00000254189"	0	0	0	0	0
"ENSG00000270416"	0	4	0	2	4
"ENSG00000035681"	670	594	715	660	888
"ENSG00000147649"	5427	4675	5055	4551	6169
"ENSG00000251234"	40	45	36	44	58
"ENSG00000253137"	0	0	0	0	0
"ENSG00000104356"	438	388	438	371	498
"ENSG00000253302"	14	12	6	22	30
"ENSG00000177459"	61	32	57	50	63
"ENSG00000250857"	0	0	0	0	0
"ENSG00000274116"	0	0	2	0	0
"ENSG00000285758"	103	99	85	90	115
"ENSG00000251347"	0	0	0	0	0
"ENSG00000253283"	0	0	0	0	0
"ENSG00000270866"	0	0	0	0	0
"ENSG00000253901"	0	0	0	0	0
"ENSG00000243504"	1193	932	1000	919	1136
"ENSG00000248801"	85	66	64	42	44
"ENSG00000253105"	9	0	2	6	7
"ENSG00000147586"	77	69	85	117	100
"ENSG00000176566"	4	1	1	4	4
"ENSG00000254208"	87	79	85	78	89
"ENSG00000253217"	0	0	2	0	0
"ENSG00000137571"	636	618	593	569	722
"ENSG00000249328"	44	30	45	33	58
"ENSG00000270131"	0	0	0	0	1
"ENSG00000253177"	0	0	0	2	4
"ENSG00000249510"	0	0	0	0	0
"ENSG00000253960"	0	0	0	0	0
"ENSG00000271156"	1	0	0	0	0
"ENSG00000253416"	0	6	0	2	0
"ENSG00000254689"	10	16	14	16	18
"ENSG00000248978"	4	0	0	0	0
"ENSG00000120963"	1168	1023	1319	985	1266
"ENSG00000273567"	4	0	0	0	0
"ENSG00000164924"	14239	12313	13850	11250	15323
"ENSG00000165392"	2245	1935	2327	2104	2661
"ENSG00000254182"	0	0	0	0	0
"ENSG00000156482"	298	319	299	254	357
"ENSG00000254060"	18	16	26	9	30
"ENSG00000286484"	0	0	0	0	0
"ENSG00000164893"	0	0	0	0	0
"ENSG00000254055"	0	0	0	0	0
"ENSG00000185015"	213	174	246	257	306
"ENSG00000254027"	4	10	6	9	11
"ENSG00000254180"	36	26	26	2	16
"ENSG00000257962"	9	6	8	9	10
